# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000085231    5   68646811   68665840     26       6  129350   -0.0024691    3.4955e-16   -0.0024691
ENSG00000152942    5   68665120   68710628     78       8  127871      -1.0009    4.4409e-16      -1.0009
ENSG00000152939    5   68710892   68740157     44       4  129757     -0.71866    3.3307e-16     -0.71866
ENSG00000249295    5   68773299   68798293     31       8  125038     -0.24812    3.6082e-16     -0.24812
ENSG00000197822    5   68788119   68853931     45      10  127291      -0.9425    3.3307e-16      -0.9425
ENSG00000183474    5   68856035   68890550      1       1  113586      -1.5843    4.4409e-16      -1.5843
ENSG00000249437    5   70264310   70320941      7       3  130604      -1.6579    4.4409e-16      -1.6579
ENSG00000250387    5   70647682   70742169     84      17  126941      0.26028    3.3307e-16      0.26028
ENSG00000249981    5   70741443   70742396      1       1  121394      -1.8646    4.4409e-16      -1.8646
ENSG00000145734    5   70751442   70863647    229      13  129167     -0.11959    3.4694e-16     -0.11959
ENSG00000131844    5   70883115   70954531    154      16  129211     -0.13831    3.6082e-16     -0.13831
ENSG00000164326    5   71014990   71016875      3       2  130644      -1.2387    4.4409e-16      -1.2387
ENSG00000131711    5   71403061   71505397    208      43  126181     -0.47378    3.3307e-16     -0.47378
ENSG00000113048    5   71515236   71616473    138      17  128511       2.1409    4.4409e-16       2.1409
ENSG00000049883    5   71616194   71664222     51       9  128329       2.2318    4.4409e-16       2.2318
ENSG00000178175    5   71738479   71803554    162      18  127981      0.15682    3.6082e-16      0.15682
ENSG00000248371    5   71869947   71956496    122       7  128649     -0.49383    3.3307e-16     -0.49383
ENSG00000251613    5   71982939   72058554    168       9  129906      -1.2286    4.4409e-16      -1.2286
ENSG00000249085    5   72090232   72112392     46       7  128066      -1.2556    4.4409e-16      -1.2556
ENSG00000083312    5   72112139   72212560    161      16  128409      -1.5539    4.4409e-16      -1.5539
ENSG00000157107    5   72251808   72386349    209      14  129277     -0.99495    3.3307e-16     -0.99495
ENSG00000157111    5   72416119   72427644     32      10  128888      0.54485    3.3307e-16      0.54485
ENSG00000251599    5   72427835   72446419     78       7  129908       1.7365    4.4409e-16       1.7365
ENSG00000249743    5   72509774   72590761    220      34  127870     -0.12224    3.4694e-16     -0.12224
ENSG00000251493    5   72740654   72744352      3       2  130644     0.089543    3.4694e-16     0.089543
ENSG00000251324    5   72750012   72768721     31       7  129890      -0.8596    3.3307e-16      -0.8596
ENSG00000145741    5   72794233   72801460     22       3  126104     0.076001    3.4694e-16     0.076001
ENSG00000164331    5   72848160   72861511     40       6  128315     -0.40789    3.3307e-16     -0.40789
ENSG00000164338    5   72861268   72879202     41       4  130421     -0.63598    3.3307e-16     -0.63598
ENSG00000214944    5   72921983   73237818    906      69  128773     -0.75989    3.3307e-16     -0.75989
ENSG00000249293    5   73073864   73082316     19       6  130386      0.29715    3.3307e-16      0.29715
ENSG00000259968    5   73248765   73249839      2       1  125062      0.42139    3.3307e-16      0.42139
ENSG00000248474    5   73379893   73399041     86       7  129622      -2.3146    4.4409e-16      -2.3146
ENSG00000248942    5   73602235   73604150      8       2  130644     -0.13691    3.6082e-16     -0.13691
ENSG00000251041    5   73617456   73635977     56       7  129886      0.38778    3.3307e-16      0.38778
ENSG00000250446    5   73623820   73630591     14       4  130644      -0.1162    3.4694e-16      -0.1162
ENSG00000248673    5   73665201   73832801    615      62  129000      -1.0665    4.4409e-16      -1.0665
ENSG00000171617    5   73923231   73937249     29       6  128576      -1.3563    4.4409e-16      -1.3563
ENSG00000049860    5   73935848   74018472    272      38  129438       -1.384    4.4409e-16       -1.384
ENSG00000164347    5   74017029   74063196     98      12  127443     -0.45531    3.3307e-16     -0.45531
ENSG00000164346    5   74062816   74075938     27       6  126681      0.02311    3.5041e-16      0.02311
ENSG00000198780    5   74073399   74162776    190      14  128197     -0.60719    3.3307e-16     -0.60719
ENSG00000271714    5   74161718   74163679      2       1  127671      -1.4581    4.4409e-16      -1.4581
ENSG00000249856    5   74213551   74319753    283      29  128848      0.95744    3.3307e-16      0.95744
ENSG00000176928    5   74321171   74326724     14       4  129740       1.5522    4.4409e-16       1.5522
ENSG00000250889    5   74343544   74348668     12       4  128696       1.7158    4.4409e-16       1.7158
ENSG00000145700    5   74364100   74532703    426      18  125838      0.57174    3.3307e-16      0.57174
ENSG00000247372    5   74615980   74632739     44       9  129803       2.3503    4.4409e-16       2.3503
ENSG00000113161    5   74632154   74657929     42       9  128860        1.652    4.4409e-16        1.652
ENSG00000113163    5   74652170   74807963    261      18  127997       2.9161    4.4409e-16       2.9161
ENSG00000271815    5   74659585   74660067      1       1  130644     -0.20361    3.6082e-16     -0.20361
ENSG00000122008    5   74807581   74896969    130      15  128773       2.7251    4.4409e-16       2.7251
ENSG00000248881    5   74894307   74895205      3       2  130644       3.7396    4.4409e-16       3.7396
ENSG00000272040    5   74904642   74905808      1       1  130644      -2.2182    4.4409e-16      -2.2182
ENSG00000189045    5   74907284   74967671    150      18  129361       2.3739    4.4409e-16       2.3739
ENSG00000152359    5   74969949   75013306    138      12  129891      0.98301    3.3307e-16      0.98301
ENSG00000248127    5   75377771   75380011      4       1  130644      0.32964    3.3307e-16      0.32964
ENSG00000122012    5   75378997   75649764    911      62  126525      -2.1745    4.4409e-16      -2.1745
ENSG00000250348    5   75581367   75607287     44       7  129754      -0.1722    3.6082e-16      -0.1722
ENSG00000145703    5   75699074   76003957    998      81  128467      -1.1944    4.4409e-16      -1.1944
ENSG00000249713    5   75902433   75904795      9       3  124622      -1.0341    4.4409e-16      -1.0341
ENSG00000164220    5   75911307   75919259     31       8  125520      -1.2317    4.4409e-16      -1.2317
ENSG00000225407    5   75987264   76012040     96       6  129357     -0.27778    3.3307e-16     -0.27778
ENSG00000181104    5   76011868   76031606     26       6  129100    0.0016495    3.4976e-16    0.0016495
ENSG00000164251    5   76114758   76131140     32       6  128565      0.89489    3.3307e-16      0.89489
ENSG00000171643    5   76145826   76217475    147      15  129206      0.50842    3.3307e-16      0.50842
ENSG00000145708    5   76248538   76276983     59      10  130198     -0.22829    3.6082e-16     -0.22829
ENSG00000164252    5   76325076   76361059     84      14  119845     -0.23593    3.6082e-16     -0.23593
ENSG00000285000    5   76326727   76447980    325      45  124804       1.3249    4.4409e-16       1.3249
ENSG00000132846    5   76367897   76383148     44      10  128232     -0.51821    3.3307e-16     -0.51821
ENSG00000284762    5   76382557   76722949    935      79  128348      0.17146    3.6082e-16      0.17146
ENSG00000113231    5   76506274   76725632    592      41  129020      -1.2332    4.4409e-16      -1.2332
ENSG00000164253    5   76721795   76916436    683      37  126692     -0.72178    3.3307e-16     -0.72178
ENSG00000171540    5   76924537   76935513     24       4  130066      -1.3657    4.4409e-16      -1.3657
ENSG00000171530    5   76986991   77164604    614      36  128730       -1.531    4.4409e-16       -1.531
ENSG00000253572    5   77238581   77242262     16       6  119373      0.94074    3.3307e-16      0.94074
ENSG00000132842    5   77296349   77590579    621      21  127960      0.77009    3.3307e-16      0.77009
ENSG00000245556    5   77638189   77656331     42       9  130211      0.89348    3.3307e-16      0.89348
ENSG00000085365    5   77656407   77774894    288      13  128799       1.7157    4.4409e-16       1.7157
ENSG00000145685    5   77781038   78065844    622      54  128165     -0.47683    3.3307e-16     -0.47683
ENSG00000113273    5   78073032   78281910    654      38  128128       -2.009    4.4409e-16       -2.009
ENSG00000132837    5   78293429   78531861    584      32  124573      0.81277    3.3307e-16      0.81277
ENSG00000132840    5   78365540   78385289     44       7  130303      0.63345    3.3307e-16      0.63345
ENSG00000145692    5   78407602   78428113     53      11  128163      0.82051    3.3307e-16      0.82051
ENSG00000152409    5   78532012   78623038    161      13  127257       1.1757    4.4409e-16       1.1757
ENSG00000152413    5   78668459   78810040    294      23  125376      0.51036    3.3307e-16      0.51036
ENSG00000164329    5   78907943   78982471    196       9  128775      0.60401    3.3307e-16      0.60401
ENSG00000164309    5   78985700   79096063    330      39  128910     -0.12719    3.6082e-16     -0.12719
ENSG00000250258    5   79070171   79112013    105      23  129178     0.065469    3.4694e-16     0.065469
ENSG00000250888    5   79232402   79263449     62       8  127390    -0.026678    3.5041e-16    -0.026678
ENSG00000177034    5   79272554   79287088     28       5  128732    0.0030873    3.4955e-16    0.0030873
ENSG00000113296    5   79287134   79379110    207      16  128014     -0.03733    3.4694e-16     -0.03733
ENSG00000249825    5   79348197   79379477     69       7  127894      0.63174    3.3307e-16      0.63174
ENSG00000164300    5   79407474   79551898    508      46  127293       1.1131    4.4409e-16       1.1131
ENSG00000251675    5   79424184   79439706     53      11  126955       2.0152    4.4409e-16       2.0152
ENSG00000164299    5   79615444   79617661     10       5  127847      -1.4742    4.4409e-16      -1.4742
ENSG00000039319    5   79703832   79775169    140       9  128756      0.55095    3.3307e-16      0.55095
ENSG00000249042    5   79778112   79783882     16       3  130476      0.45848    3.3307e-16      0.45848
ENSG00000152380    5   79783788   79838382    113      19  128859      0.44106    3.3307e-16      0.44106
ENSG00000189127    5   79852574   79866307     31       8  129533    -0.077306    3.4694e-16    -0.077306
ENSG00000251221    5   79904442   79918343     27       8  128669      -1.4072    4.4409e-16      -1.4072
ENSG00000228716    5   79922047   79950802    125       6  129789      -1.0529    4.4409e-16      -1.0529
ENSG00000113318    5   79950467   80172279    583      23  129554      -1.6376    4.4409e-16      -1.6376
ENSG00000251450    5   80243516   80256726     38       8  127695       1.2564    4.4409e-16       1.2564
ENSG00000113319    5   80256491   80525975    749      82  127980     -0.13868    3.6082e-16     -0.13868
ENSG00000249772    5   80409204   80410671      6       3  129773       -2.732    4.4409e-16       -2.732
ENSG00000247572    5   80499903   80597379    213      24  129294     -0.34564    3.3307e-16     -0.34564
ENSG00000131730    5   80529104   80562216     87      10  129763     -0.55583    3.3307e-16     -0.55583
ENSG00000131732    5   80597409   80609116     31       8  126813       0.9458    3.3307e-16       0.9458
ENSG00000172497    5   80625824   80689998    193      33  127666      -1.3291    4.4409e-16      -1.3291
ENSG00000145687    5   80708840   81047616    657      34  127775       -2.222    4.4409e-16       -2.222
ENSG00000152348    5   81267844   81572676    459      35  127221       0.3961    3.3307e-16       0.3961
ENSG00000248192    5   81368874   81369521      1       1  130644       1.5166    4.4409e-16       1.5166
ENSG00000186468    5   81569177   81574396     21       5  128063       1.4899    4.4409e-16       1.4899
ENSG00000205464    5   81575281   81682796    181      23  126421      0.93965    3.3307e-16      0.93965
ENSG00000249100    5   82061223   82062152      2       1  130644       1.6604    4.4409e-16       1.6604
ENSG00000281327    5   82146683   82155655     22       6  129912     -0.52352    3.3307e-16     -0.52352
ENSG00000248112    5   82215195   82216938     11       3  130151      0.25756    3.3307e-16      0.25756
ENSG00000249857    5   82236277   82236802      1       1  112157       0.1907    3.6082e-16       0.1907
ENSG00000249664    5   82308104   82308928      2       1  130644     -0.26973    3.3307e-16     -0.26973
ENSG00000271862    5   82345195   82346783      1       1  130644      0.94659    3.3307e-16      0.94659
ENSG00000174695    5   82348665   82373682     58       7  128601     -0.75659    3.3307e-16     -0.75659
ENSG00000152422    5   82373317   82649606    634      28  127111      -1.7435    4.4409e-16      -1.7435
ENSG00000038427    5   82767284   82878122    242      41  127328    -0.028021    3.5041e-16    -0.028021
ENSG00000249835    5   82827171   82877139    138      21  128260      0.38277    3.3307e-16      0.38277
ENSG00000145681    5   82933624   83017432    220      38  125990       1.1327    4.4409e-16       1.1327
ENSG00000164176    5   83236373   83680611    870      78  128237      0.97175    3.3307e-16      0.97175
ENSG00000250320    5   83680245   83786583    127      29  124635     -0.89137    3.3307e-16     -0.89137
ENSG00000249349    5   84408160   84408574      4       1  130644      -2.4353    4.4409e-16      -2.4353
ENSG00000249792    5   84508776   84509432      7       2  130644     -0.20624    3.6082e-16     -0.20624
ENSG00000249842    5   84742792   84743576      4       2  129367      -1.2263    4.4409e-16      -1.2263
ENSG00000250874    5   84959050   84960502      6       2  130644     -0.19326    3.6082e-16     -0.19326
ENSG00000248363    5   85649621   85664672     33       7  129898       0.4852    3.3307e-16       0.4852
ENSG00000250124    5   85676478   85677244      1       1  130644      0.25199    3.3307e-16      0.25199
ENSG00000127184    5   85913721   85916779      6       3  127115       -1.022    4.4409e-16       -1.022
ENSG00000248701    5   86093502   86096097     12       4  126574     -0.26716    3.3307e-16     -0.26716
ENSG00000249061    5   86263138   86433529    442      18  127938     0.069276    3.4694e-16     0.069276
ENSG00000233828    5   86501225   86535962     46      12  124734      -1.0174    4.4409e-16      -1.0174
ENSG00000145715    5   86563705   86687748    167      18  117061      0.12788    3.6082e-16      0.12788
ENSG00000134480    5   86614233   86708836    106      14  116067      0.24552    3.6082e-16      0.24552
ENSG00000285190    5   86708159   86795157    104      18  120612      0.49812    3.3307e-16      0.49812
ENSG00000249362    5   86957859   86974964     30       7  129836       2.4294    4.4409e-16       2.4294
ENSG00000248708    5   87008952   87029086     39       9  126602       2.4641    4.4409e-16       2.4641
ENSG00000164180    5   87485450   87565293    126      18  124928       2.4764    4.4409e-16       2.4764
ENSG00000247828    5   87564712   87732502    216      14  127736       2.6329    4.4409e-16       2.6329
ENSG00000250156    5   87704799   87734907     44       5  128463       3.2673    4.4409e-16       3.2673
ENSG00000271904    5   87729709   87794514    111      11  128856        2.869    4.4409e-16        2.869
ENSG00000245526    5   87803363   87986858    325      31  128072      0.95081    3.3307e-16      0.95081
ENSG00000245864    5   87972036   88018648     69      13  129342       3.0665    4.4409e-16       3.0665
ENSG00000250377    5   87988462   87989789      3       1  130644       1.1284    4.4409e-16       1.1284
ENSG00000081189    5   88012934   88200074    321      27  127545       2.9386    4.4409e-16       2.9386
ENSG00000248309    5   88179145   88762215    694      50  127408       3.1347    4.4409e-16       3.1347
ENSG00000250831    5   88762354   88765856      6       3  130644        5.061             0        5.061
ENSG00000250437    5   88877026   88973518    250      27  128662      0.11875    3.4694e-16      0.11875
ENSG00000214942    5   89196481   89200725      8       4  129755     -0.71233    3.3307e-16     -0.71233
ENSG00000253321    5   89648854   89652426     12       4  128637       2.3209    4.4409e-16       2.3209
ENSG00000153140    5   89688078   89705603      5       3  126425       1.5393    4.4409e-16       1.5393
ENSG00000176055    5   89754020   89770585     16       4  120977        1.499    4.4409e-16        1.499
ENSG00000113356    5   89767565   89810370     85      14  129363      0.66974    3.3307e-16      0.66974
ENSG00000176018    5   89811428   89825401     29       5  125500       1.2086    4.4409e-16       1.2086
ENSG00000164199    5   89825161   90460254   1422      65  126897       3.1931    4.4409e-16       3.1931
ENSG00000212930    5   90519236   90519784      1       1  130644      0.24645    3.6082e-16      0.24645
ENSG00000251093    5   90522292   90522888      2       1  130644      0.62839    3.3307e-16      0.62839
ENSG00000234292    5   90575914   90576959      5       3  118578      -1.5476    4.4409e-16      -1.5476
ENSG00000248323    5   90598846   90610219     29       5  129329      -1.3791    4.4409e-16      -1.3791
ENSG00000113369    5   90664541   90679176     16       7  127153      0.68509    3.3307e-16      0.68509
ENSG00000281357    5   90676166   90734902     69       6  129850      0.91007    3.3307e-16      0.91007
ENSG00000249776    5   91745963   91996570    478      48  127152      0.53414    3.3307e-16      0.53414
ENSG00000249169    5   91990555   92014848     65      15  126733      -1.3837    4.4409e-16      -1.3837
ENSG00000249984    5   92011663   92023961     29      11  129122       -1.111    4.4409e-16       -1.111
ENSG00000248588    5   92161962   92179711     36      10  123323      0.34198    3.3307e-16      0.34198
ENSG00000248528    5   92242887   92275298     49      17  126763        0.287    3.3307e-16        0.287
ENSG00000251361    5   92355369   92404375     97       8  124156       1.1557    4.4409e-16       1.1557
ENSG00000237187    5   92745065   92921354    177      19  122110       1.0425    4.4409e-16       1.0425
ENSG00000175745    5   92918930   92930321      8       3  126577       1.0979    4.4409e-16       1.0979
ENSG00000113391    5   92953775   93447404    638      23  127711     -0.38885    3.3307e-16     -0.38885
ENSG00000272406    5   93077346   93079206      1       1  130644     -0.69432    3.3307e-16     -0.69432
ENSG00000185261    5   93488671   93954302    674      73  127701       2.9398    4.4409e-16       2.9398
ENSG00000133302    5   93954052   94075141    310      17  128621       1.0622    4.4409e-16       1.0622
ENSG00000175471    5   94039446   94620279   1380     108  127386     -0.13884    3.6082e-16     -0.13884
ENSG00000249175    5   94124494   94129304     13       4  129758      0.83083    3.3307e-16      0.83083
ENSG00000249545    5   94314855   94316597      7       4  116406     -0.80339    3.3307e-16     -0.80339
ENSG00000153347    5   94727048   94786158    185      25  128061     -0.62082    3.3307e-16     -0.62082
ENSG00000198677    5   94799599   94890711    165      12  129528     -0.70472    3.3307e-16     -0.70472
ENSG00000164291    5   94890778   94940768     80      10  129430     -0.70185    3.3307e-16     -0.70185
ENSG00000178015    5   94955782   94957846      3       2  130164      -1.4059    4.4409e-16      -1.4059
ENSG00000175449    5   94982458   95020477     81      15  129064      -1.5786    4.4409e-16      -1.5786
ENSG00000145757    5   94987885   95034415    127      14  128931      -1.7725    4.4409e-16      -1.7725
ENSG00000250240    5   95036953   95067999     66       9  129063      -2.0667    4.4409e-16      -2.0667
ENSG00000164292    5   95049226   95160087    216      35  128477     -0.27925    3.3307e-16     -0.27925
ENSG00000173221    5   95087023   95158709    165      28  128871      0.14328    3.6082e-16      0.14328
ENSG00000251409    5   95171647   95188425     63      10  129245      -1.7488    4.4409e-16      -1.7488
ENSG00000272021    5   95185013   95185559      4       2  130644      -0.2411    3.6082e-16      -0.2411
ENSG00000236882    5   95187936   95195837     34       9  129408      -2.4394    4.4409e-16      -2.4394
ENSG00000118985    5   95220802   95297775    153       7  126840     0.034258    3.4694e-16     0.034258
ENSG00000251314    5   95297705   95966789   1346      80  126924     0.075813    3.4694e-16     0.075813
ENSG00000250955    5   95300703   95322015     25       7  101621      0.72915    3.3307e-16      0.72915
ENSG00000249746    5   95549050   95550779      2       1  130644       1.0586    4.4409e-16       1.0586
ENSG00000175426    5   95726119   95769847     68       9  128712       1.6025    4.4409e-16       1.6025
ENSG00000153113    5   95860971   96115299    801      65  128767     -0.98854    3.3307e-16     -0.98854
ENSG00000249180    5   96076783   96078402      5       2  130644      -2.4771    4.4409e-16      -2.4771
ENSG00000164307    5   96096514   96143803    229      20  130111     -0.75863    3.3307e-16     -0.75863
ENSG00000248734    5   96120481   96121703      9       4  130644      -1.2822    4.4409e-16      -1.2822
ENSG00000272109    5   96140056   96141808      4       2  130644      -0.8232    3.3307e-16      -0.8232
ENSG00000247121    5   96149731   96271513    535      26  127186      0.36995    3.3307e-16      0.36995
ENSG00000164308    5   96211643   96255420    197      10  127038       1.3151    4.4409e-16       1.3151
ENSG00000113441    5   96271098   96373219    254      14  121860       1.3185    4.4409e-16       1.3185
ENSG00000251513    5   96424779   96772921   1171      40  128543      -1.5196    4.4409e-16      -1.5196
ENSG00000145721    5   96427571   96478576     69       9  129469      0.64565    3.3307e-16      0.64565
ENSG00000058729    5   96496571   96518964     69      12  129470     -0.61744    3.3307e-16     -0.61744
ENSG00000248758    5   96523794   96537584     45      10  123346     -0.73829    3.3307e-16     -0.73829
ENSG00000251054    5   96559075   96563661     12       4  125283      -1.3212    4.4409e-16      -1.3212
ENSG00000250331    5   96840400   97006750    471      16  127884      0.97182    3.3307e-16      0.97182
ENSG00000248202    5   97217124   97258399    293      10  129485    -0.078769    3.4694e-16    -0.078769
ENSG00000248901    5   97421964   97496897    347      27  128872     -0.58242    3.3307e-16     -0.58242
ENSG00000174136    5   98104354   98134347     62      10  126151       1.1696    4.4409e-16       1.1696
ENSG00000246763    5   98105322   98109173     16       5  119174      0.48819    3.3307e-16      0.48819
ENSG00000279232    5   98128565   98131470      5       2  130644       2.4549    4.4409e-16       2.4549
ENSG00000153922    5   98189689   98264661    148      16  124321       2.1765    4.4409e-16       2.1765
ENSG00000248489    5   98264875   98330717    190      14  124078       2.0873    4.4409e-16       2.0873
ENSG00000249515    5   98885136   98913661     73      12  129548     -0.18541    3.6082e-16     -0.18541
ENSG00000249787    5   99737145   99744603     10       5  129419     -0.42653    3.3307e-16     -0.42653
ENSG00000247877    5   99785458   99870966    135      14  127168      0.87831    3.3307e-16      0.87831
ENSG00000174132    5   99871009   99922445     85       9  129693      0.28866    3.3307e-16      0.28866
ENSG00000250806    5   99989816   99993674     18       4  128473     -0.57551    3.3307e-16     -0.57551
ENSG00000113532    5  100142639  100238970    192      13  128256      -1.4374    4.4409e-16      -1.4374
ENSG00000248261    5  101479781  101482276      9       2  130399       2.0194    4.4409e-16       2.0194
ENSG00000173930    5  101569690  101632253    223      27  128406       4.1615             0       4.1615
ENSG00000205359    5  101707486  101834720    429      16  125526        4.625             0        4.625
ENSG00000249017    5  101836245  101841374     18       8  122357        2.919    4.4409e-16        2.919
ENSG00000250958    5  101917072  101953293    110      13  126598       1.2676    4.4409e-16       1.2676
ENSG00000250682    5  101944860  102007263    181      15  124998       1.9315    4.4409e-16       1.9315
ENSG00000145730    5  102089685  102366809    593      23  123448      -1.4348    4.4409e-16      -1.4348
ENSG00000145723    5  102421704  102455855     99       6  125147     -0.38226    3.3307e-16     -0.38226
ENSG00000145725    5  102455853  102548500    198      13  115119     -0.16566    3.6082e-16     -0.16566
ENSG00000248203    5  102581749  102589220     15       6  119830      0.29476    3.3307e-16      0.29476
ENSG00000181751    5  102594403  102614361     45       4  126026    -0.082516    3.4694e-16    -0.082516
ENSG00000250567    5  102744642  102748212      4       2  129448      -1.1054    4.4409e-16      -1.1054
ENSG00000248757    5  102864135  102877686     37       7  128957      0.13251    3.6082e-16      0.13251
ENSG00000112874    5  102884556  102898494     38       6  130644      0.66667    3.3307e-16      0.66667
ENSG00000251026    5  103415612  103441104     53      13  128447       1.5796    4.4409e-16       1.5796
ENSG00000251574    5  103718999  104728671   2739      80  128254       1.6208    4.4409e-16       1.6208
ENSG00000253776    5  104109342  104135473     83      18  128665     0.039496    3.4694e-16     0.039496
ENSG00000251027    5  106150898  106346715    593      40  128694       1.7634    4.4409e-16       1.7634
ENSG00000184349    5  106712590  107006596    720      92  128458       4.4832             0       4.4832
ENSG00000249959    5  107035536  107052542     79      10  129523       1.6624    4.4409e-16       1.6624
ENSG00000145743    5  107194736  107717799   1156      42  128640       1.9933    4.4409e-16       1.9933
ENSG00000272523    5  108063526  108063961      1       1  130644       -1.054    4.4409e-16       -1.054
ENSG00000151422    5  108083523  108532542   1510      45  128675      0.36647    3.3307e-16      0.36647
ENSG00000250383    5  108153742  108166491     30       6  127533       1.2429    4.4409e-16       1.2429
ENSG00000249476    5  108572821  108662070    378      33  128607      0.82615    3.3307e-16      0.82615
ENSG00000198961    5  108670410  108745695    239      16  128428       1.4666    4.4409e-16       1.4666
ENSG00000251367    5  108803054  108803653      4       2  118163       2.2988    4.4409e-16       2.2988
ENSG00000248876    5  108806544  108807287      1       1  130644       1.0333    4.4409e-16       1.0333
ENSG00000248440    5  108833578  108834809      6       3  130644       2.4344    4.4409e-16       2.4344
ENSG00000271849    5  109023503  109024030      1       1  130644       2.6933    4.4409e-16       2.6933
ENSG00000112893    5  109025067  109205326    604      24  128788       3.1679    4.4409e-16       3.1679
ENSG00000254106    5  109218883  109220452      6       2  130644      0.72789    3.3307e-16      0.72789
ENSG00000186952    5  109624934  110074657   1057      24  127219     -0.88217    3.3307e-16     -0.88217
ENSG00000164209    5  110073837  110100861     56      10  128801     -0.42667    3.3307e-16     -0.42667
ENSG00000248428    5  110306650  110344598     37       5  125091      0.42436    3.3307e-16      0.42436
ENSG00000145777    5  110405760  110413722     13       5  125881     -0.48786    3.3307e-16     -0.48786
ENSG00000253613    5  110412619  110427813     26       8  127381     -0.92781    3.3307e-16     -0.92781
ENSG00000134987    5  110427414  110466200    111      13  125227      -2.0657    4.4409e-16      -2.0657
ENSG00000152495    5  110559351  110830584    689      46  128457     -0.89715    3.3307e-16     -0.89715
ENSG00000249318    5  110601507  110605787     14       4  127833     -0.59266    3.3307e-16     -0.59266
ENSG00000248268    5  110613215  110638265     38      14  126443      -1.5523    4.4409e-16      -1.5523
ENSG00000164211    5  110831731  110848288     22       6  129569      -1.0878    4.4409e-16      -1.0878
ENSG00000246859    5  110847924  111075423    706      39  128631       1.1843    4.4409e-16       1.1843
ENSG00000134986    5  110998318  111333161    913      56  126015     -0.20334    3.6082e-16     -0.20334
ENSG00000250095    5  111248205  111353006    229      21  126677     -0.63016    3.3307e-16     -0.63016
ENSG00000129595    5  111478138  111755013    836      44  123025      -1.6826    4.4409e-16      -1.6826
ENSG00000224032    5  111496223  111499973     11       3  130546     -0.69087    3.3307e-16     -0.69087
ENSG00000250882    5  111509267  111511245      5       2  119490      0.10836    3.4694e-16      0.10836
ENSG00000251187    5  111527717  111545836     52       9  126961     -0.99728    3.3307e-16     -0.99728
ENSG00000251076    5  111563980  111593006     72      12  128318      -1.2703    4.4409e-16      -1.2703
ENSG00000278921    5  111755280  111756675      7       3  107731      -1.4408    4.4409e-16      -1.4408
ENSG00000250358    5  111964133  111967797     10       4  129980     -0.78736    3.3307e-16     -0.78736
ENSG00000134982    5  112043195  112181936    321      21  123710    -0.005529    3.4955e-16    -0.005529
ENSG00000258864    5  112162910  112203279    123      16  122081        0.454    3.3307e-16        0.454
ENSG00000153037    5  112196885  112234068    136      13  122739       0.3153    3.3307e-16       0.3153
ENSG00000129625    5  112212076  112258236    158      14  122607      0.38195    3.3307e-16      0.38195
ENSG00000172795    5  112312399  112356667    116      15  125785     -0.33343    3.3307e-16     -0.33343
ENSG00000171444    5  112357796  112824527   1779      56  128114     -0.52614    3.3307e-16     -0.52614
ENSG00000232633    5  112658725  112772871    426      24  128699       1.2615    4.4409e-16       1.2615
ENSG00000047188    5  112849380  112930982    313      16  128733     -0.89565    3.3307e-16     -0.89565
ENSG00000251628    5  113391703  113392871      1       1  130644     -0.26586    3.3307e-16     -0.26586
ENSG00000080709    5  113696642  113832197    300      36  128181    -0.010625    3.5041e-16    -0.010625
ENSG00000246316    5  113824694  114004107    662      26  127796     -0.47339    3.3307e-16     -0.47339
ENSG00000251132    5  114366970  114367591      1       1  130504      0.99115    3.3307e-16      0.99115
ENSG00000152503    5  114460459  114516243    132      18  126098     -0.93697    3.3307e-16     -0.93697
ENSG00000249791    5  114524260  114524629      1       1  130644     -0.69048    3.3307e-16     -0.69048
ENSG00000164219    5  114539709  114598569    125      18  127641      0.93885    3.3307e-16      0.93885
ENSG00000271797    5  114598202  114599145      1       1  130644       1.3224    4.4409e-16       1.3224
ENSG00000164221    5  114602885  114632528     51       9  129620      0.97272    3.3307e-16      0.97272
ENSG00000145780    5  114856605  114880591     28       7  129034       1.9365    4.4409e-16       1.9365
ENSG00000251201    5  114914339  114961858     83      11  128360       2.5065    4.4409e-16       2.5065
ENSG00000249249    5  114937754  114956356     30       7  129802       2.6548    4.4409e-16       2.6548
ENSG00000134970    5  114949205  114968689     33       7  128053       2.6697    4.4409e-16       2.6697
ENSG00000129596    5  115140430  115152651     10       5  121550      -1.2944    4.4409e-16      -1.2944
ENSG00000145782    5  115163897  115177555     19       5  128232      0.23821    3.6082e-16      0.23821
ENSG00000177879    5  115177178  115249778    138      20  125961      -1.9662    4.4409e-16      -1.9662
ENSG00000172901    5  115298151  115363316    315      28  129190      -1.0838    4.4409e-16      -1.0838
ENSG00000268223    5  115368021  115395815    154      17  128979      0.19967    3.6082e-16      0.19967
ENSG00000272265    5  115413807  115414267      3       1  130644       1.7637    4.4409e-16       1.7637
ENSG00000271918    5  115419504  115421113     11       3  130364       2.1278    4.4409e-16       2.1278
ENSG00000145781    5  115420688  115748459   1468      31  129410       1.1557    4.4409e-16       1.1557
ENSG00000250015    5  115638051  115639831      6       2  130644        1.465    4.4409e-16        1.465
ENSG00000092421    5  115779312  115910630    436      74  128922      -1.9586    4.4409e-16      -1.9586
