GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000274944    1   39330173   39347289     42       8  128482       1.7688      0.03846
ENSG00000158315    1   39351479   39407471    176      25  130125       1.0932      0.13716
ENSG00000174574    1   39456895   39471731     47       6  130276       1.8731     0.030525
ENSG00000168653    1   39491990   39500308     27       5  126904       2.0655     0.019439
ENSG00000127603    1   39546988   39952849    747      31  124308       2.5303    0.0056982
ENSG00000226438    1   39715510   39723321     13       4  123055       2.3873    0.0084853
ENSG00000183682    1   39957318   39991607     64      14  125887       1.7607     0.039146
ENSG00000090621    1   40026488   40042462     33       9  130180       2.7094    0.0033707
ENSG00000228060    1   40030832   40038875     21       7  129968       2.3309    0.0098798
ENSG00000163909    1   40089825   40105617     37      13  129834       2.0389     0.020731
ENSG00000116981    1   40124793   40137710     16       5  130644      0.54422      0.29314
ENSG00000116983    1   40144320   40157361     71      12  130204       2.0517     0.020098
ENSG00000084072    1   40157854   40229586    192      34  128885     0.024226      0.49034
ENSG00000116985    1   40222854   40254533     95      17  129325     -0.80214      0.78876
ENSG00000261798    1   40254648   40255843      9       3  126812     -0.50941      0.69477
ENSG00000284719    1   40265094   40275122     21       4  129857     -0.44479      0.67177
ENSG00000284678    1   40267086   40283132     48      10  129265    -0.039204      0.51564
ENSG00000043514    1   40306694   40349183    113      13  129227      0.93753      0.17424
ENSG00000116990    1   40361098   40367928     13       6  123880       2.8561    0.0021442
ENSG00000236546    1   40363417   40364770      1       1  120056       2.9521     0.001578
ENSG00000168389    1   40420784   40435640     15       7  128041      0.79034      0.21467
ENSG00000131236    1   40505905   40538321    107       8  130128      -1.1442      0.87374
ENSG00000131238    1   40537133   40563399     88      10  129974     -0.73508      0.76886
ENSG00000117000    1   40627045   40706593     93      16  126824       0.8493      0.19786
ENSG00000188800    1   40711619   40717363      7       4  130233      0.67527      0.24975
ENSG00000259943    1   40722099   40723639      4       2  129337      0.65987      0.25467
ENSG00000084073    1   40723779   40759856     39      10  127568      0.69572       0.2433
ENSG00000049089    1   40766159   40783485     64      11  127150      0.76579       0.2219
ENSG00000084070    1   40810522   40888998    171      28  129068      0.56583      0.28576
ENSG00000284677    1   40901871   40915711     72      10  128862      -1.2598      0.89614
ENSG00000187801    1   40915774   40929390     49      14  127939       1.5161     0.064745
ENSG00000187815    1   40942887   40962015     45       9  127732       2.1132     0.017293
ENSG00000238287    1   40958829   40974333     44       8  127136       1.9008     0.028664
ENSG00000164002    1   40974413   40982228     26       7  127878       2.5005    0.0062005
ENSG00000227278    1   40980133   40980729      2       1  130644       1.1397       0.1272
ENSG00000238186    1   40981426   40982846      1       1  130644      0.93343       0.1753
ENSG00000117010    1   40997233   41013841     54       8  128788       2.3506    0.0093722
ENSG00000117016    1   41086351   41131329    118      17  125721       2.9279    0.0017065
ENSG00000237899    1   41134761   41153260     39       7  128109       3.0447    0.0011646
ENSG00000272145    1   41156052   41157738      2       1  126247       1.3838     0.083206
ENSG00000066136    1   41157320   41237275    195      18  126745       2.8349    0.0022921
ENSG00000117013    1   41249486   41306124    175      37  128820       1.8094     0.035196
ENSG00000179862    1   41326723   41328038      8       3  125834      0.74287      0.22878
ENSG00000229528    1   41329586   41342342     44      10  129704      0.12105      0.45182
ENSG00000171793    1   41445007   41478237     89      19  127188       1.5555     0.059909
ENSG00000281207    1   41480262   41509562     93      15  127202       1.4844     0.068847
ENSG00000171790    1   41481269   41488909     29       9  127252       1.3911       0.0821
ENSG00000010803    1   41492872   41707826    505      21  128172       1.3504     0.088447
ENSG00000235358    1   41708045   41750533     97      17  129151       1.8505     0.032121
ENSG00000204060    1   41827594   41849262     56      12  130155       4.6205    1.914e-06
ENSG00000229901    1   41840676   41841341      1       1  130320      -1.4654       0.9286
ENSG00000127129    1   41944446   41950344     17       5  126725       1.0453      0.14794
ENSG00000127124    1   41972036   42501596   1297      57  128034      0.19059      0.42442
ENSG00000230881    1   42001114   42001539      4       1  130644      0.75925      0.22385
ENSG00000044012    1   42619092   42621495      9       4  123391       0.9306      0.17603
ENSG00000197273    1   42628362   42630389      5       3  106293    -0.093258      0.53715
ENSG00000198815    1   42642210   42801548    263      11  126815      0.27529      0.39155
ENSG00000177181    1   42846466   42888249    133       8  130152       3.2516   0.00057375
ENSG00000066185    1   42896000   42921938     83       8  130340     -0.28891      0.61368
ENSG00000127125    1   42921788   42939056     32       4  129622     -0.68122      0.75213
ENSG00000186409    1   42929001   43120335    547      18  129347     -0.96336      0.83232
ENSG00000171960    1   43124096   43142429     32       8  129147     -0.42094       0.6631
ENSG00000234917    1   43144406   43147330      4       2  130644    0.0079273      0.49684
ENSG00000065978    1   43148098   43168020     34      10  125183      0.60281      0.27332
ENSG00000164007    1   43198764   43205925     18       5  130268     -0.73063       0.7675
ENSG00000117385    1   43212006   43232755     40      10  126771      -0.6931      0.75588
ENSG00000164008    1   43232940   43245159     17       6  126838      0.49023      0.31199
ENSG00000283580    1   43232963   43260164     37       7  127337      0.65719      0.25553
ENSG00000228452    1   43241484   43242461      1       1  130644      -1.5489       0.9393
ENSG00000274386    1   43250678   43282290     64      11  126520      0.32494      0.37261
ENSG00000177868    1   43272723   43282923     25       7  124282     0.099793      0.46025
ENSG00000164010    1   43282759   43310664     43      10  129064      0.48067      0.31538
ENSG00000228192    1   43300352   43312093     16       4  130644      0.32379      0.37305
ENSG00000164011    1   43312244   43318148      4       2  130644      0.55772      0.28852
ENSG00000117394    1   43391046   43424847    120      16  124563     0.052454      0.47908
ENSG00000227533    1   43424720   43449029     86      11  127769     -0.63977      0.73884
ENSG00000283973    1   43424736   43427535     13       4  118774        0.162      0.43565
ENSG00000186973    1   43610824   43622067     44       8  129038      0.35102      0.36279
ENSG00000117395    1   43629846   43736607    387      31  126306       1.6605     0.048404
ENSG00000243710    1   43637820   43720029    311      26  126252       1.6139     0.053271
ENSG00000179178    1   43735665   43739673      9       5  116814     -0.32425      0.62712
ENSG00000253313    1   43747554   43751288      6       3  123815       1.5052     0.066135
ENSG00000066056    1   43766664   43788779     27       4  130200       3.9982   3.1915e-05
ENSG00000117400    1   43803520   43818443     13       3  127372       4.8324   6.7433e-07
ENSG00000234694    1   43820355   43824329      6       2  124217       4.4934   3.5049e-06
ENSG00000117399    1   43824626   43828874      5       3  130644       5.0343   2.3983e-07
ENSG00000066322    1   43829068   43833745      7       4  107364       3.8773   5.2815e-05
ENSG00000159479    1   43849588   43855479      4       2  130644       3.8884   5.0455e-05
ENSG00000229431    1   43850784   43854826      2       1  130644      0.86636      0.19315
ENSG00000198198    1   43855553   43919918     96      10  128047       4.7765   8.9181e-07
ENSG00000178922    1   43916674   43919660      6       3  130566       5.3108   5.4583e-08
ENSG00000142949    1   43990858   44089337    237      18  129084       5.4878    2.035e-08
ENSG00000284989    1   44115820   44396686    565      24  128124       5.1951   1.0233e-07
ENSG00000236200    1   44165436   44173809      9       4  118369       4.8173   7.2746e-07
ENSG00000126091    1   44171495   44396837    484      25  128384       4.7598   9.6871e-07
ENSG00000229444    1   44175063   44193014     26       6  125107       4.5092   3.2536e-06
ENSG00000117407    1   44398992   44402913      9       3  128712       3.1696   0.00076325
ENSG00000237950    1   44410042   44412223      2       1  130644       2.4136     0.007899
ENSG00000117408    1   44412611   44433694     32       5  129592       3.3595   0.00039037
ENSG00000132768    1   44435672   44439041      3       1  130644       2.5931    0.0047563
ENSG00000117410    1   44440159   44443967      8       4  120970       2.3509    0.0093645
ENSG00000117411    1   44444615   44456842     18       5  128556       2.7691    0.0028102
ENSG00000159214    1   44457031   44462200      9       3  128410       3.0429    0.0011715
ENSG00000196517    1   44457172   44497139     76      16  123969       2.8604    0.0021155
ENSG00000230615    1   44496115   44581585    305      29  129195       2.5613    0.0052141
ENSG00000171872    1   44584522   44600812     47      11  126173       3.3938   0.00034467
ENSG00000178028    1   44679127   44686353     10       4  129354       3.6347   0.00013916
ENSG00000117419    1   44686742   44820932    199      20  125551       2.3882    0.0084656
ENSG00000187147    1   44870866   45117396    655      78  126580       2.1281     0.016666
ENSG00000126106    1   45100910   45140227     80       7  128054       1.8887     0.029463
ENSG00000198520    1   45140364   45191263     74      22  125406        1.822     0.034227
ENSG00000142945    1   45205490   45233439     57       9  128677     -0.69716      0.75715
ENSG00000225721    1   45224709   45241482     36       7  128311    -0.031071      0.51239
ENSG00000142937    1   45240923   45244451      5       3  129597      0.41311      0.33976
ENSG00000142959    1   45249257   45253377      2       1  130644      -1.4683      0.92899
ENSG00000173846    1   45265897   45271662      9       3  126928      0.20793      0.41764
ENSG00000188396    1   45271585   45272347      3       2  124055     -0.40306      0.65655
ENSG00000222009    1   45274154   45281257     13       3  127764      0.08985       0.4642
ENSG00000117425    1   45285516   45308735     50       8  127249     -0.23235      0.59187
ENSG00000070785    1   45316194   45452394    328      13  128560      0.31815      0.37519
ENSG00000126107    1   45468212   45477001     19       3  128294      0.35342      0.36189
ENSG00000126088    1   45477819   45481247      7       3  122328     -0.21294      0.58431
ENSG00000162415    1   45482071   45771881    513      20  127329     -0.61774      0.73163
ENSG00000281912    1   45769582   45771291      2       1  130644       0.5542      0.28972
ENSG00000132781    1   45794835   45806142     16       7  124848       0.3489      0.36358
ENSG00000132773    1   45805342   45809647      5       3  124187      0.78262      0.21693
ENSG00000070759    1   45809555   45956838    208      15  129492      0.78964      0.21487
ENSG00000280670    1   45959538   45965751      8       3  130498     -0.62103      0.73271
ENSG00000132763    1   45965725   45979054     23       5  128697    -0.023974      0.50956
ENSG00000117450    1   45976708   45988719     35       4  128691     -0.42647      0.66512
ENSG00000117448    1   46016215   46035721     33       6  129151      0.35841      0.36002
ENSG00000132780    1   46049518   46084576     45       5  130142     -0.52613       0.7006
ENSG00000159588    1   46085716   46089729      8       2  127438     -0.12732      0.55066
ENSG00000159592    1   46092976   46153785    117       7  129387     -0.21018      0.58324
ENSG00000159596    1   46152886   46160115     12       2  129943      0.21361      0.41543
ENSG00000197429    1   46159996   46216322     97       6  129713     -0.43152      0.66695
ENSG00000086015    1   46252659   46501796    470      13  129637     -0.80563      0.78977
ENSG00000117461    1   46505812   46598708    159      10  129001     -0.81157      0.79148
ENSG00000278139    1   46509333   46642160    213      15  129005       -1.026      0.84756
ENSG00000226957    1   46512490   46514040      5       2  130238     -0.90243      0.81659
ENSG00000227857    1   46600203   46604753     10       3  129114     -0.12887      0.55127
ENSG00000117472    1   46640745   46651630     10       3  130644     -0.76084      0.77662
ENSG00000085998    1   46654354   46685977     47       9  128002      0.30318      0.38088
ENSG00000171357    1   46669006   46686933     24       9  125636     -0.82277      0.79468
ENSG00000085999    1   46713360   46744145     35      10  128130      -1.5613      0.94077
ENSG00000132128    1   46726868   46769280     37      11  126754     -0.68368      0.75291
ENSG00000173660    1   46769303   46782448     20       7  126967      -1.3719      0.91496
ENSG00000117481    1   46805849   46830824    153       4  129998     -0.76098      0.77667
ENSG00000117480    1   46859937   46879520     32       8  127218      -1.3094       0.9048
ENSG00000197587    1   46972668   46979898     19       5  129771     0.068606      0.47265
ENSG00000282881    1   46997838   46999286      6       2  130230     -0.17529      0.56957
ENSG00000269956    1   47004368   47035927     70      12  126857     -0.12261      0.54879
ENSG00000162456    1   47011316   47017199     15       4  125272     0.058986      0.47648
ENSG00000079277    1   47023080   47082515    123      14  126272      0.28334      0.38846
ENSG00000142961    1   47073387   47082563     18       3  130246      0.95927      0.16871
ENSG00000123472    1   47098409   47139539     73       4  128442       1.5744     0.057693
ENSG00000186118    1   47134527   47139266      6       2  127176      0.97336      0.16519
ENSG00000228237    1   47139708   47157770     21       3  129725       1.4793     0.069532
ENSG00000159658    1   47140831   47184736     77       6  129169       1.4971      0.06718
ENSG00000142973    1   47223510   47285085    141      24  125691       2.1554     0.015566
ENSG00000187048    1   47394849   47407156     27       4  130644      0.25022      0.40121
ENSG00000186377    1   47489240   47516423     61       6  127071      0.97431      0.16495
ENSG00000186160    1   47533160   47583991    103       4  129093     0.043925      0.48248
ENSG00000225506    1   47562325   47644943    235      11  128288      0.39585      0.34611
ENSG00000162365    1   47603107   47615413     43       5  129419      0.60783      0.27165
ENSG00000224805    1   47644922   47646011      2       1  130644      -1.6253      0.94795
ENSG00000162366    1   47649265   47656716     14       7  127284      0.61969      0.26773
ENSG00000162367    1   47681962   47697892     33       7  129401      0.44297      0.32889
ENSG00000226252    1   47691469   47696422     11       3  130644      0.68385      0.24704
ENSG00000123473    1   47715811   47779819    145       9  129560       1.5866       0.0563
ENSG00000162368    1   47799469   47844511    102       9  128713       1.7157     0.043108
ENSG00000225762    1   47846600   47874149     58      11  127777       1.4574     0.072501
ENSG00000186790    1   47881744   47883724      2       1  130644     -0.52272      0.69941
ENSG00000237424    1   47897805   47900313      2       1  130644      0.29298      0.38477
ENSG00000186564    1   47901689   47906363      7       3  130644      0.41532      0.33895
ENSG00000227947    1   48154135   48169055     29       8  128726     -0.76743      0.77859
ENSG00000269113    1   48226200   48462567    588      32  126845       1.5007     0.066713
ENSG00000226133    1   48516331   48557408    124      31  128362       1.5267     0.063412
ENSG00000231413    1   48544459   48547868     13       5  129064      -0.6073      0.72817
ENSG00000223720    1   48638644   48672529    101      10  129971     -0.24617      0.59722
ENSG00000117834    1   48688357   48714316     43       9  129938      0.66747      0.25223
ENSG00000272491    1   48693560   48695233      2       1  130644       1.4791     0.069553
ENSG00000132122    1   48761044   48937880    292      25  128932      -1.2841      0.90045
ENSG00000186094    1   48998527   50489585   1996      53  128970        3.876   5.3099e-05
ENSG00000229846    1   49491267   49653257    178      17  128985       2.9627     0.001525
ENSG00000230114    1   49723083   49734957     12       4  129591       3.3646   0.00038331
ENSG00000162374    1   50513686   50669458    186      30  128877       4.1076   1.9993e-05
ENSG00000237337    1   50639978   50641540      1       1  130644    -0.016545       0.5066
ENSG00000233407    1   50671756   50688799     29       2  130476      0.93683      0.17442
ENSG00000284696    1   50695334   50786842    114      21  127038      0.87708      0.19022
ENSG00000284645    1   50718241   50724666     10       3  125038      0.91717      0.17953
ENSG00000142700    1   50883222   50889172      3       2  116275      0.94257      0.17295
ENSG00000185104    1   50902700   51425935    664      24  127051       1.7517     0.039914
ENSG00000225767    1   50927141   50936822     11       4  125186     -0.17809      0.57067
ENSG00000123080    1   51426417   51440305     14       5  126033       1.2931     0.097997
ENSG00000204006    1   51567906   51613758     59       9  126793     0.080005      0.46812
ENSG00000203356    1   51660767   51700768     47       7  126133      0.55464      0.28957
ENSG00000123091    1   51701943   51739127     34       6  128357      0.95052      0.17092
ENSG00000236434    1   51730588   51731746      1       1  128017      -0.3345        0.631
ENSG00000085831    1   51752930   51810788     99      19  126059       1.0928      0.13725
ENSG00000261664    1   51795326   51800996     12       6  124715      0.76836      0.22114
ENSG00000085832    1   51819935   51985000    468      19  128646      0.86298      0.19407
ENSG00000238140    1   51927393   51929088      9       4  125266     -0.72697      0.76638
ENSG00000227070    1   51983981   52027301    125      20  128516      0.91184      0.18093
ENSG00000117859    1   52042851   52264099    265      23  120924     -0.40395      0.65688
ENSG00000078618    1   52254863   52344609    150      22  128304     -0.12885      0.55126
ENSG00000266993    1   52259606   52264826      6       2  129738       1.0789      0.14033
ENSG00000272175    1   52266700   52266979      1       1  130644      0.78066       0.2175
ENSG00000169213    1   52373628   52456436    154      19  127765       0.2858      0.38752
ENSG00000117862    1   52485803   52521843     56       6  128549     -0.37811      0.64733
ENSG00000223390    1   52499063   52509951     22       4  127244     -0.47998      0.68438
ENSG00000228369    1   52516590   52518355      1       1  130644      0.92647       0.1771
ENSG00000134717    1   52521797   52556388     44       8  125546     0.052896      0.47891
ENSG00000157077    1   52607766   52812358    205      16  127813        1.092      0.13742
ENSG00000154222    1   52811395   52831865     24       8  125637       1.0603      0.14451
ENSG00000272100    1   52819159   52819549      2       1  119763      -1.2782      0.89941
ENSG00000085840    1   52838501   52870131     32       9  124653       1.4896     0.068162
ENSG00000134748    1   52870236   52886511     12       5  119192       1.5482     0.060793
ENSG00000134744    1   52873954   53019159    203      17  128213       1.7255     0.042219
ENSG00000116157    1   53068044   53074723     19       5  130644       1.4049     0.080023
ENSG00000182183    1   53099016   53135355     83      18  128236     -0.69426      0.75624
ENSG00000162377    1   53150123   53164038     31       5  128133      -1.0629      0.85608
ENSG00000162378    1   53192139   53293014    264      15  127210      0.43063      0.33337
ENSG00000203995    1   53308183   53360670    108       8  130463      0.50064      0.30831
ENSG00000121310    1   53361582   53392884     35       9  129321        1.233      0.10879
ENSG00000116171    1   53392901   53517375    426      19  129770    -0.071264      0.52841
ENSG00000174348    1   53527724   53551174    110      13  130107      0.23734       0.4062
ENSG00000232993    1   53535610   53551174     59      10  130008      0.79835      0.21233
ENSG00000162383    1   53552851   53608304    276      32  128265    -0.030314      0.51209
ENSG00000235563    1   53580248   53584281      9       4  129972      0.40451      0.34292
ENSG00000157184    1   53662101   53679869     29       7  125034       2.5195    0.0058757
ENSG00000236723    1   53675455   53679447     10       4  122953       2.6548    0.0039677
ENSG00000162384    1   53679771   53686289     13       4  119288       1.9791     0.023901
ENSG00000259818    1   53686335   53689925      5       3  114089       2.3162     0.010274
ENSG00000162385    1   53692564   53704282     25       7  123329       2.0998     0.017873
ENSG00000226754    1   53704282   53708455      8       3  107297       2.6561     0.003952
ENSG00000157193    1   53708036   53793742    191      29  125938       2.9187    0.0017572
ENSG00000228838    1   53753696   53755378      8       3  129305      0.78358      0.21664
ENSG00000232762    1   53770208   53773134      9       4  121874       1.5024     0.066502
ENSG00000225675    1   53793905   53802181     14       3  128533       1.5578     0.059642
ENSG00000226938    1   53814160   53814905      5       2  130644       -0.591      0.72274
ENSG00000230138    1   53832340   53833917      6       3  121153     -0.28458      0.61202
ENSG00000143006    1   53925072   53933161     26       6  129967       0.5785      0.28146
ENSG00000174332    1   53971910   54203779    623      41  125912     -0.60766      0.72829
ENSG00000058804    1   54231133   54304533    111       9  127561      -1.9158      0.97231
ENSG00000058799    1   54317392   54355507    113      10  129461      -1.9806      0.97618
ENSG00000211452    1   54356912   54376759     73       9  129793       -1.367      0.91419
ENSG00000081870    1   54382247   54411602     57       5  129933     -0.49208      0.68867
ENSG00000116212    1   54411750   54433841     30       7  125769     -0.27168      0.60707
ENSG00000203985    1   54472972   54483859     30       5  130561       2.1562     0.015536
ENSG00000116209    1   54492354   54519177     44       8  121585       1.2702      0.10201
ENSG00000116205    1   54519260   54578192    114      13  127241         1.34     0.090117
ENSG00000256407    1   54598359   54665746    192      31  128995     -0.82247      0.79459
ENSG00000280425    1   54603419   54608653     27       6  130010     -0.64301      0.73989
ENSG00000116221    1   54649714   54691137     96      19  128895       3.0999     0.000968
ENSG00000157216    1   54691105   54879152    485      71  127275      0.75213      0.22599
ENSG00000198711    1   54702113   54704736     13       7  124860      0.70465      0.24051
ENSG00000225632    1   54751078   54753044      7       4  119406      0.11245      0.45523
ENSG00000232245    1   54881929   54886533     16       3  130527      -0.1898      0.57527
ENSG00000162390    1   55007930   55104865    384      34  127843       1.5623     0.059108
ENSG00000162391    1   55074855   55089229     45      13  125473       1.2545      0.10483
ENSG00000184313    1   55107427   55175939    218      35  127442      0.42891      0.33399
ENSG00000271723    1   55107459   55207981    376      36  128490       0.4327      0.33262
ENSG00000243725    1   55181495   55208330    140       4  130010      0.70365      0.24083
ENSG00000162396    1   55222571   55230187     27       6  130156       1.1324      0.12873
ENSG00000006555    1   55245385   55266940     64      12  129865      0.93345      0.17529
ENSG00000237453    1   55258558   55260578      5       1  130644      0.88077      0.18922
ENSG00000162398    1   55271736   55307925    137      10  129031       1.1179       0.1318
ENSG00000116133    1   55315306   55352891    126      15  129181       1.2477      0.10607
ENSG00000242396    1   55352548   55353674      4       2  129801       1.2985     0.097065
ENSG00000233203    1   55353236   55354523      6       2  130644      0.58179      0.28036
ENSG00000143001    1   55446465   55457966     36       3  127441     -0.69264      0.75573
ENSG00000233271    1   55446623   55457947     36       3  127441     -0.69264      0.75573
ENSG00000162399    1   55463866   55477457     38       7  126047      -1.1784      0.88068
ENSG00000169174    1   55505221   55530525    109      21  128275       2.4365    0.0074141
ENSG00000162402    1   55532032   55680786    239      19  126777       3.0461     0.001159
ENSG00000231090    1   55683318   55790364    422      42  129125       1.2455      0.10648
ENSG00000234810    1   55794961   56536186   2268     102  128639       1.6316     0.051383
ENSG00000230250    1   56381280   56410647     93       7  129973      0.83027      0.20319
ENSG00000235612    1   56611393   56620896     28       6  128168     -0.65707      0.74443
ENSG00000260971    1   56620217   56943359   1141      72  129043      0.54635      0.29241
ENSG00000284686    1   56639105   56990167   1211      81  129131      0.62407      0.26629
ENSG00000162407    1   56960419   57110974    483      44  129464      -1.1018      0.86473
ENSG00000162409    1   57110995   57181008    239      18  129590     -0.82887      0.79641
ENSG00000187889    1   57184477   57285369    341      47  128917       1.3494     0.088602
ENSG00000157131    1   57320479   57383894    197      26  129245     -0.51032      0.69509
ENSG00000021852    1   57394883   57431813    116      21  129106     0.059527      0.47627
ENSG00000236341    1   57429559   57462430    130       7  129641       2.4301    0.0075471
ENSG00000173406    1   57460451   59012406   4519     256  128303       1.7433     0.040643
ENSG00000227935    1   57852248   57853122      5       2  126879       0.4492      0.32665
ENSG00000226759    1   58326204   58346577     51       9  129358     -0.63939      0.73872
ENSG00000235038    1   58525811   58545946     79      11  130592        1.302     0.096455
ENSG00000162600    1   58881056   59012474    493      45  129140      0.77703      0.21857
ENSG00000184292    1   59041095   59043445     11       3  130644       1.1013      0.13539
ENSG00000162601    1   59120411   59165764    163      11  128223       1.4639     0.071613
ENSG00000283445    1   59181281   59236967    117      19  128933      0.57417      0.28293
ENSG00000177606    1   59246460   59249999      2       1  130644       2.1143     0.017243
ENSG00000234807    1   59250832   59365266    208      36  127777       0.7626      0.22285
ENSG00000231740    1   59304120   59316926     26       6  127504      0.39829      0.34521
ENSG00000232453    1   59348540   59369419     50      10  126965        0.094      0.46255
ENSG00000237352    1   59399315   59706227    749      63  128596       2.3991    0.0082177
ENSG00000241042    1   59520069   59521721      1       1  130644     -0.25102       0.5991
ENSG00000235215    1   59521671   59543788     53       8  130158      0.69586      0.24326
ENSG00000270457    1   59754975   59755312      1       1  130644       1.0052       0.1574
ENSG00000172456    1   59762310   60276319   1037      82  128374       1.4563     0.072653
ENSG00000226883    1   60220419   60254854     91      26  126689       2.4956    0.0062881
ENSG00000134709    1   60280458   60342050    129      18  121416      0.90233      0.18344
ENSG00000134716    1   60358980   60392462     69      12  125239      0.87231      0.19152
ENSG00000162598    1   60452941   60539442    179      31  127759       1.8255     0.033959
ENSG00000238242    1   60580547   60615351    101      13  129018       1.5574     0.059688
ENSG00000226476    1   60981388   61106163    317      21  128303       4.4262   4.7951e-06
ENSG00000231252    1   61125303   61333670    640      57  128077       4.3194   7.8228e-06
ENSG00000162599    1   61330931   61928465   1450     161  127060        2.622     0.004371
ENSG00000237928    1   61405911   61436448     62      15  127122      0.14195      0.44356
ENSG00000284808    1   61946759   61998943     94      14  129419       2.5307     0.005691
ENSG00000162604    1   62146718   62191095     92      10  127040      0.80344      0.21086
ENSG00000132849    1   62208078   62644347   1344      86  126691      0.72983      0.23275
ENSG00000240563    1   62660503   62678000    105      17  129323      0.37154      0.35512
ENSG00000132854    1   62702651   62785085    337      24  128223     -0.69013      0.75494
ENSG00000162607    1   62901968   62917475     27       3  129923       1.1573      0.12357
ENSG00000116641    1   62919969   63154039    289      10  127440       1.1774      0.11952
ENSG00000132855    1   63063158   63071830      3       2  127729      -1.0547      0.85423
ENSG00000235545    1   63154153   63176365     16       2  125390         1.26      0.10384
ENSG00000125703    1   63249806   63331184    171      11  128266     -0.52108      0.69884
ENSG00000234318    1   63361680   63367310     14       4  122957     -0.55978      0.71218
ENSG00000229537    1   63441422   63488175    213      28  129642      0.60991      0.27096
ENSG00000227485    1   63489878   63491329      8       3  128868     -0.59084      0.72269
ENSG00000203605    1   63604921   63628824     75      17  128598      -0.2184      0.58644
ENSG00000228734    1   63715591   63717442      5       2  130644       -1.054      0.85405
ENSG00000230798    1   63786555   63790112      6       4  118926        1.727     0.042081
ENSG00000088035    1   63833261   63904233    151      17  128842      0.27225      0.39272
ENSG00000142856    1   63906441   64059392    336      16  129151     0.070466      0.47191
ENSG00000203965    1   63989043   64038364    113      12  129761      0.14532      0.44223
ENSG00000079739    1   64058947   64125916    201      33  129700     -0.77176      0.77987
ENSG00000185483    1   64239693   64647181    965      76  128153       1.5602     0.059356
ENSG00000223949    1   64560125   64636980    239      26  128926       2.1326      0.01648
ENSG00000177414    1   64669310   64733051    154      16  127772      0.21677      0.41419
ENSG00000158966    1   64936475   65158741    461      63  127792       1.0465      0.14767
ENSG00000162437    1   65210778   65298915    167      19  127905       1.3688     0.085534
ENSG00000162434    1   65298912   65432187    358      29  128059       2.1194     0.017027
ENSG00000231485    1   65532310   65533420      2       1  128609      0.98474      0.16238
ENSG00000162433    1   65613232   65697828    192      18  127758       3.1742   0.00075137
ENSG00000116675    1   65713902   65881552    458      31  128032     -0.38181       0.6487
ENSG00000229294    1   65745139   65772204     80      10  129272     -0.58351      0.72022
ENSG00000213625    1   65886270   65901690     47      12  128618       1.5124     0.065217
ENSG00000116678    1   65886335   66107242    576      26  128130       1.1417       0.1268
ENSG00000285079    1   66169645   66180530     32       5  129336       1.8491      0.03222
ENSG00000184588    1   66258197   66840262   1346      78  127195       4.4744   3.8307e-06
ENSG00000227466    1   66508183   66516401     21       5  119424       2.0964     0.018023
ENSG00000118473    1   66999066   67213982    725      26  128904       1.5144     0.064965
ENSG00000248458    1   67131547   67142710     28       6  128640       1.0846      0.13905
ENSG00000152760    1   67218142   67244470     75      10  127741       1.0708      0.14212
ENSG00000172410    1   67263424   67266939      7       2  130644    -0.030646      0.51222
ENSG00000152763    1   67278568   67390570    222      30  128136     -0.91194       0.8191
ENSG00000231080    1   67292625   67294241      3       1  123664      -1.1019      0.86475
ENSG00000198160    1   67390578   67454302    134      13  129472     -0.65507      0.74379
ENSG00000116704    1   67465015   67519782    158      14  129402     -0.52737      0.70103
ENSG00000203963    1   67557848   67697536    435      31  129095     -0.96404      0.83249
ENSG00000162594    1   67604590   67725662    316      26  128783      -1.3339      0.90889
ENSG00000081985    1   67773047   67862583    248      22  127589        1.082      0.13962
ENSG00000142864    1   67873493   67896098     24       7  126435      0.42085      0.33693
ENSG00000235200    1   67988030   67998295     36      11  129244       1.0757      0.14104
ENSG00000116717    1   68150744   68154021      7       2  130644      0.82099      0.20583
ENSG00000172380    1   68167149   68299150    291      27  127714      0.74956      0.22676
ENSG00000232284    1   68297986   68668670   1020      94  128267       2.2207     0.013185
ENSG00000162595    1   68511579   68517314     10       3  129209       1.3975     0.081131
ENSG00000116729    1   68564156   68698803    513      57  128079      0.58606      0.27892
ENSG00000116745    1   68894505   68915642     65      11  129079      0.88615      0.18777
ENSG00000024526    1   68939835   68962904     60       8  130174       2.7264    0.0032018
ENSG00000233589    1   68944812   68949222     11       3  130644       2.7004     0.003463
ENSG00000234264    1   68962359   69004310    114      16  129224       2.1649     0.015199
ENSG00000285041    1   69099384   69106108     11       5  129427      0.92079      0.17858
ENSG00000285407    1   69144885   69409135    544      27  128586       1.0422      0.14867
ENSG00000285473    1   69439693   69489241     70      22  122443      0.15378      0.43889
ENSG00000223883    1   69521581   69650686    247      33  124800      0.57491      0.28268
ENSG00000235446    1   69709055   69715106     13       2  130453      0.19419      0.42301
ENSG00000229639    1   69898938   69901092      6       2  130644      0.22314      0.41171
ENSG00000033122    1   70034081   70617628   1527      66  129331       2.6195    0.0044027
ENSG00000237919    1   70479665   70496905     35       6  127650       2.4951    0.0062969
ENSG00000066557    1   70610488   70671303     91      12  127586       0.9886      0.16143
ENSG00000116754    1   70671365   70718735     57       8  125773       1.3704     0.085284
ENSG00000228988    1   70684272   70686706      3       2  129793      0.11366      0.45475
