"Ontology"	"DEGs_set"	"ID"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"FoldEnrichment"	"pvalue"	"p.adjust"	"geneID"
"BP"	"Unique in Amyg - Up"	"GO:0021537"	"telencephalon development"	56	"56/1638"	"382/18913"	1.69266568219448	6.74218705333577e-05	0.00246262704037867	"Slc2a3, Wdr47, Mkks, Gria2, Cfl1, Nr4a2, Pten, Tubb2a, Hprt1, Uqcrq, Akirin2, Chrna5, Agtpbp1, Bmerb1, Tubb2b, Slitrk5, Ran, Rtn4rl1, Nog, Zbtb18, Id2, Bad, Nr2f1, Slc38a2, Nme1, Cdk5, Lhx2, Scn2a, Fbxo45, Socs7, Kcna2, Btg2, Rtn4r, Dmxl2, Bhlhe22, Large1, Bnip3, Epha5, Cdk5r1, Hes1, Tbr1, Nefl, Pex5, Neurod6, Hdac2, Pafah1b1, Sema7a, Gmppa, Prdm8, Nars1, Nrg3, Emx1, Usp9x, Pebp1, Emx2, Pfdn1"
"BP"	"Unique in Amyg - Up"	"GO:0021543"	"pallium development"	43	"43/1638"	"270/18913"	1.83887079998191	6.95166694723313e-05	0.00251895054467707	"Slc2a3, Wdr47, Mkks, Gria2, Cfl1, Nr4a2, Pten, Tubb2a, Uqcrq, Akirin2, Chrna5, Bmerb1, Tubb2b, Ran, Nog, Zbtb18, Bad, Nr2f1, Slc38a2, Nme1, Cdk5, Lhx2, Scn2a, Fbxo45, Socs7, Kcna2, Btg2, Bhlhe22, Large1, Bnip3, Epha5, Cdk5r1, Tbr1, Nefl, Pex5, Neurod6, Hdac2, Pafah1b1, Nars1, Emx1, Usp9x, Pebp1, Emx2"
"BP"	"Unique in Amyg - Up"	"GO:0051258"	"protein polymerization"	45	"45/1638"	"287/18913"	1.81041084351189	6.98818049440275e-05	0.00251895054467707	"Snca, Tpm1, Nckap1, Mzt1, Mkks, Arpc3, Rnf135, Cfl1, Stmn2, Fkbp4, Msrb1, Mtpn, Rasa1, Spire1, Pfn2, Capza2, Ube2k, Mapk8, Actr3, Pak1, Sptan1, Arpc2, Nck2, Coro1a, Chmp3, Tmsb10, Clip1, Map2, Sptbn2, Arpc5, Arf6, Nefl, Arpc4, Vdac2, Gpx4, Togaram1, Bag4, Grb2, Chmp2a, Capzb, Gas7, Psrc1, Arpc5l, Ptk2b, Pfn1"
"BP"	"Unique in Amyg - Up"	"GO:1902115"	"regulation of organelle assembly"	40	"40/1638"	"245/18913"	1.88512621165682	7.02901257640669e-05	0.00251895054467707	"Dynll1, Cep76, Mapk8, Chmp1a, Sdcbp, Chmp5, Prickle2, Cript, Arpc2, Nrxn1, Prickle1, Sec22b, Caprin1, Rab11a, Tapt1, Chmp3, G3bp2, Arhgef9, Pip4k2c, Gap43, Rnf4, Pqbp1, Sptbn2, G3bp1, Chmp6, Plk2, Nptxr, Smcr8, Becn1, Gdi2, Atg5, Ift20, Moap1, Chmp2a, Cnot2, Ptk2b, Akt1, Arhgap35, Tesk1, Rab3gap1"
"BP"	"Unique in Amyg - Up"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	9	"9/1638"	"23/18913"	4.51815575728619	7.13750827974578e-05	0.00253848803357759	"Cox7b, Cox6a1, Cox7c, Cycs, Cox5a, Cox4i1, Cox7a2l2, Cox5b, Cox7a2l"
"BP"	"Unique in Amyg - Up"	"GO:1990173"	"protein localization to nucleoplasm"	7	"7/1638"	"14/18913"	5.77319902319902	7.1726320359072e-05	0.00253848803357759	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Unique in Amyg - Up"	"GO:0047496"	"vesicle transport along microtubule"	14	"14/1638"	"51/18913"	3.16959946371711	7.61346376954048e-05	0.00267787139252109	"Cnih2, Sybu, Rab1a, Fbxw11, Vamp7, Bloc1s4, Bloc1s2, Ap3s2, Map2, Dync1i1, Ap3m2, Pafah1b1, Bloc1s1, Ap3b2"
"BP"	"Unique in Amyg - Up"	"GO:0050768"	"negative regulation of neurogenesis"	30	"30/1638"	"165/18913"	2.0993450993451	7.66784541796695e-05	0.00268045295653839	"Mt3, Pten, Dnajb11, Ywhah, Epha7, Bdnf, Thy1, Rapgef2, Actr3, Gorasp1, Ptk2, Syt4, Nog, Id2, Cdk5, Adcyap1, Lhx2, Kifap3, Ttc3, Btg2, Ptn, Rtn4r, Rnf6, Map2, Hes1, Cd24, Trpc5, Brinp1, Cysltr2, Gdi1"
"BP"	"Unique in Amyg - Up"	"GO:0099072"	"regulation of postsynaptic membrane neurotransmitter receptor levels"	32	"32/1638"	"181/18913"	2.04135214079965	7.86723892460637e-05	0.00273338581661019	"Snap25, Olfm1, Mmp9, Ap2s1, Tspan7, Lgi1, Syt17, Hras, Rap2a, Usp46, Snap47, Clstn1, Prkci, Ap2m1, Vps35, Zdhhc5, Rab11a, Pip5k1c, Nptx2, Rab5a, Nsg2, Atad1, Frrs1l, Ap2b1, Tmub1, Nptxr, Drd5, Arc, Atg5, Susd4, Mapk10, Stx12"
"BP"	"Unique in Amyg - Up"	"GO:0009408"	"response to heat"	22	"22/1638"	"105/18913"	2.41924530495959	7.95597556988247e-05	0.00274746356346608	"Chordc1, Hspa8, Atp2a2, Hsp90ab1, Dnajb1, Hsbp1, Lrp11, Ptgs2, Ier5, Hspd1, Rasa3, Hikeshi, Dnaja2, Dnaja4, Eif2s1, Cryab, Sumo1, Psip1, Sod1, Hdac2, Rbbp7, Akt1"
"BP"	"Unique in Amyg - Up"	"GO:0022406"	"membrane docking"	19	"19/1638"	"84/18913"	2.61168527239956	8.15137598025762e-05	0.00279798435756072	"Calm1, Stx1a, Calm2, Ykt6, Atp2a2, Chp1, Snap29, Ndrg4, Vapa, Stx7, Nrxn1, Snx3, Septin5, Syt1, Sptbn2, Pex26, Ppfia3, Cep290, Stx12"
"BP"	"Unique in Amyg - Up"	"GO:0010976"	"positive regulation of neuron projection development"	39	"39/1638"	"239/18913"	1.88414026698546	8.70536546019532e-05	0.00297024984384389	"Itpka, Serpini1, Stmn2, Bdnf, Nme2, Rapgef2, Ndrg4, Actr3, Tubb2b, Dnm1l, Ube2v2, Prkci, Nptn, Fkbp1b, Nrxn1, Actr2, Cnr1, Nme1, Enc1, Tmem30a, Adcyap1, Snx3, Caprin1, Pum2, Ptn, Tmem106b, Clip1, Amigo1, Mif, Hmgb1, Arf6, Cd24, Rit2, Pafah1b1, Dvl1, Ptk2b, Alkal2, Arhgap35, Ppp2r5b"
"BP"	"Unique in Amyg - Up"	"GO:0010977"	"negative regulation of neuron projection development"	29	"29/1638"	"159/18913"	2.10594681349398	9.45574958488139e-05	0.00320707506753894	"Rab29, Mt3, Zfp365, Rap1gap2, Stmn2, Fkbp4, Pten, Epha7, Thy1, Actr3, Ptk2, Rtn4rl1, Nr2f1, Cdk5, Ntm, Ttc3, Rtn4r, Rnf6, Map2, Hes1, Arf6, Carm1, Itm2c, Cyth2, Hdac2, Rit2, Pafah1b1, Dync1i2, Gdi1"
"BP"	"Unique in Amyg - Up"	"GO:0090670"	"RNA localization to Cajal body"	8	"8/1638"	"19/18913"	4.86164128269391	9.84420043354811e-05	0.00324314545302284	"Nop10, Cct6a, Nhp2, Cct4, Tcp1, Cct3, Cct7, Cct8"
"BP"	"Unique in Amyg - Up"	"GO:0090671"	"telomerase RNA localization to Cajal body"	8	"8/1638"	"19/18913"	4.86164128269391	9.84420043354811e-05	0.00324314545302284	"Nop10, Cct6a, Nhp2, Cct4, Tcp1, Cct3, Cct7, Cct8"
"BP"	"Unique in Amyg - Up"	"GO:0090672"	"telomerase RNA localization"	8	"8/1638"	"19/18913"	4.86164128269391	9.84420043354811e-05	0.00324314545302284	"Nop10, Cct6a, Nhp2, Cct4, Tcp1, Cct3, Cct7, Cct8"
"BP"	"Unique in Amyg - Up"	"GO:0090685"	"RNA localization to nucleus"	8	"8/1638"	"19/18913"	4.86164128269391	9.84420043354811e-05	0.00324314545302284	"Nop10, Cct6a, Nhp2, Cct4, Tcp1, Cct3, Cct7, Cct8"
"BP"	"Unique in Amyg - Up"	"GO:0051205"	"protein insertion into membrane"	13	"13/1638"	"46/18913"	3.26311249137336	9.84668591388121e-05	0.00324314545302284	"Emc3, Rab5if, Get1, Emc7, Emc6, Reep1, Tomm40, Mmgt1, Emc2, Tomm22, Moap1, Tmem126a, Get3"
"BP"	"Unique in Amyg - Up"	"GO:0099518"	"vesicle cytoskeletal trafficking"	16	"16/1638"	"65/18913"	2.84219028834413	0.000101018137928864	0.00328915057096383	"Cnih2, Sybu, Ccdc186, Rab1a, Syt4, Fbxw11, Vamp7, Bloc1s4, Bloc1s2, Ap3s2, Map2, Dync1i1, Ap3m2, Pafah1b1, Bloc1s1, Ap3b2"
"BP"	"Unique in Amyg - Up"	"GO:1990928"	"response to amino acid starvation"	16	"16/1638"	"65/18913"	2.84219028834413	0.000101018137928864	0.00328915057096383	"Map1lc3a, Mapk8, Atf4, Gpr155, Slc38a2, Eif2s1, Atf2, Mapk1, Rragc, Map3k5, Becn1, Eif2a, Rps25, Sar1b, Rpl26, Sesn1"
"BP"	"Unique in Amyg - Up"	"GO:0007264"	"small GTPase-mediated signal transduction"	64	"64/1638"	"460/18913"	1.60645538036842	0.000103072540078922	0.00333697348505509	"Nckap1, Rap1gap2, Rab6a, Psd3, Rab12, Chn1, Rapgef5, Brk1, Ssx2ip, Hras, Ppp2cb, Rap2a, Stmn3, Rit1, Tnfaip1, Rab2a, Rapgef2, Kbtbd7, Kctd13, Pak1, Sdcbp, Rab1a, Rap1b, Rasa3, Chm, Rasgef1a, Rab3a, Rhof, Hacd3, Rac3, Kctd10, Rtn4r, Rock2, Mmd2, Nucb1, Rhot2, Arhgef3, Rab15, Dok6, Arhgap15, Ralgps2, Rras2, Arf6, Cdc42, Rheb, Dok4, Synj2bp, Rasgef1c, Ralgapa1, Plk2, Arhgap12, Lipa, Nkiras1, Cyth2, Gdi2, Cdc42se2, Rit2, Grb2, Rab39a, Mapkap1, Gdi1, Arhgap35, Psd, Rab3gap1"
"BP"	"Unique in Amyg - Up"	"GO:0000422"	"autophagy of mitochondrion"	22	"22/1638"	"107/18913"	2.37402576654913	0.000106836910604554	0.00343930348375565	"Map1lc3a, Ube2a, Atg12, Dnm1l, Rb1cc1, Nipsnap3b, Slc25a46, Tigar, Fkbp8, Atp5if1, Eif2s1, Bnip3l, Slc25a4, Bnip3, Fbxw7, Atg4b, Phb2, Tomm7, Becn1, Atg5, Slc25a5, Gabarapl1"
"BP"	"Unique in Amyg - Up"	"GO:0006403"	"RNA localization"	30	"30/1638"	"168/18913"	2.06185679399965	0.00010767361301152	0.00344676543224517	"Nop10, Fmr1, Cct6a, Slbp, Xpo1, Rbm15b, Nhp2, Ran, Cct4, Ncbp2, Tcp1, Caprin1, Mrpl18, Cct3, Pum2, Phax, Cct7, Cct8, Alyref, Sem1, Ssb, Sidt1, Nutf2, Arc, Eif4e, Nup58, Senp2, Kif5c, Hnrnpab, Nup50"
"BP"	"Unique in Amyg - Up"	"GO:0042542"	"response to hydrogen peroxide"	32	"32/1638"	"184/18913"	2.00806922546053	0.000108518150307381	0.00345439341034333	"Kpna4, Cfl1, Hspa8, Ddit3, Klf6, Map1lc3a, Rbfox2, Mapk8, Ppp2cb, Ldha, Txn1, Fkbp1b, Hspd1, Arpc2, Bad, Grk2, Mff, Bnip3, Mif, Mapk1, Cpe, Cryab, Top2b, Nptxr, Sod1, Map3k5, Becn1, Hdac2, Capn2, Apex1, Jun, Ptk2b"
"BP"	"Unique in Amyg - Up"	"GO:0006906"	"vesicle fusion"	24	"24/1638"	"122/18913"	2.27142256650453	0.000110381346055134	0.00349418283234531	"Snca, Stx1a, Samd9, Snap25, Arl8b, Chp1, Snap29, Snap47, Yipf5, Stx7, Syt4, Vamp7, Coro1a, Sec22b, Rab14, Rab3a, Chmp3, Vps4a, Syt1, Vps41, Rab39a, Yipf4, Cplx3, Stx12"
"BP"	"Unique in Amyg - Up"	"GO:0051654"	"establishment of mitochondrion localization"	11	"11/1638"	"35/18913"	3.62886795743939	0.000117392691437748	0.00369559975586898	"Dynll1, Hsbp1, Agtpbp1, Sybu, Dnm1l, Uchl1, Kifbp, Actr10, Rhot2, Ubb, Nefl"
"BP"	"Unique in Amyg - Up"	"GO:0006735"	"NADH regeneration"	7	"7/1638"	"15/18913"	5.38831908831909	0.000124427841229201	0.0038323775098594	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Unique in Amyg - Up"	"GO:0039702"	"viral budding via host ESCRT complex"	7	"7/1638"	"15/18913"	5.38831908831909	0.000124427841229201	0.0038323775098594	"Vps37b, Chmp1a, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Unique in Amyg - Up"	"GO:0061621"	"canonical glycolysis"	7	"7/1638"	"15/18913"	5.38831908831909	0.000124427841229201	0.0038323775098594	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Unique in Amyg - Up"	"GO:0061718"	"glucose catabolic process to pyruvate"	7	"7/1638"	"15/18913"	5.38831908831909	0.000124427841229201	0.0038323775098594	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh"
"BP"	"Unique in Amyg - Up"	"GO:0006413"	"translational initiation"	24	"24/1638"	"123/18913"	2.25295571637035	0.00012606241236676	0.00386184744981612	"Eif1b, Eif1ax, Fmr1, Mcts1, Slbp, Atf4, Ncbp2, Eif4a2, Polr2g, Nck2, Dnajc3, Bzw1, Eif4h, Eif2s1, Eif6, Eif3i, Abce1, Ythdf3, Eif2a, Eif4e, Eif4e2, Eif3f, Eif2s3y, Eif1a"
"BP"	"Unique in Amyg - Up"	"GO:0000338"	"protein deneddylation"	6	"6/1638"	"11/18913"	6.2980352980353	0.00013182060116381	0.00401665125899138	"Cops7a, Cops5, Cops8, Cops3, Gps1, Cops2"
"BP"	"Unique in Amyg - Up"	"GO:0017157"	"regulation of exocytosis"	37	"37/1638"	"227/18913"	1.88201201637325	0.000133581408471743	0.00404865353974464	"Snca, Calm1, Stx1a, Calm2, Atp2a2, Pfn2, Sv2b, Syt17, Fmr1, Arf1, Snap29, Dnm1l, Sdcbp, Syt13, Stxbp5l, Syt4, Rap1b, Cdk5, Vamp7, Septin5, Rab3a, Fbxo45, Vsnl1, Vps4a, Rab5a, Rab15, Syt1, Sptbn2, Ncs1, Cdc42, Rab26, Nppc, Dvl1, Chmp2a, Cadps, Glrx, Rab3gap1"
"BP"	"Unique in Amyg - Up"	"GO:0071453"	"cellular response to oxygen levels"	43	"43/1638"	"278/18913"	1.78595365465869	0.000137030344373403	0.0041312111229611	"Mt3, Pten, Rgcc, Pcmt1, Map1lc3a, Ptgs2, Gnb1, Mapk8, Atp6v0d1, Txn1, Ubqln1, Dnm1l, Atf4, Nog, Hilpda, Eno1, Tigar, Bad, Scn2a, Atp6ap1, Atp5pb, Ptn, Npepps, Rock2, Bnip3l, Fam162a, Higd1a, Bnip3, Mif, Atf2, Cacnb3, Sumo1, Phb2, Atp6v1a, Egln2, Becn1, Sdhd, Ak4, Mstn, Jun, Ado, Cysltr2, Akt1"
"BP"	"Unique in Amyg - Up"	"GO:0090174"	"organelle membrane fusion"	24	"24/1638"	"124/18913"	2.23478671865769	0.000143693372122546	0.00430928860186456	"Snca, Stx1a, Samd9, Snap25, Arl8b, Chp1, Snap29, Snap47, Yipf5, Stx7, Syt4, Vamp7, Coro1a, Sec22b, Rab14, Rab3a, Chmp3, Vps4a, Syt1, Vps41, Rab39a, Yipf4, Cplx3, Stx12"
"BP"	"Unique in Amyg - Up"	"GO:0043604"	"amide biosynthetic process"	28	"28/1638"	"155/18913"	2.08580093741384	0.000146831306169619	0.00438033917567796	"Snca, B3galt2, Ormdl3, Acsl4, Nans, Vapa, Dlat, Mpc2, Dld, Cps1, St6galnac6, B4galt3, Ak6, Pdha1, St3gal3, Rps18, St3gal2, Cers6, Mpc1, Mmut, Hagh, Taf9, Sptlc3, Gclm, Slc1a1, Fh, St6galnac5, Nanp"
"BP"	"Unique in Amyg - Up"	"GO:0019076"	"viral release from host cell"	9	"9/1638"	"25/18913"	4.1567032967033	0.000152158813925248	0.00446907691621682	"Arl8b, Vps37b, Chmp1a, Vapa, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Unique in Amyg - Up"	"GO:0032482"	"Rab protein signal transduction"	9	"9/1638"	"25/18913"	4.1567032967033	0.000152158813925248	0.00446907691621682	"Rab6a, Rab12, Rab2a, Rab1a, Rab3a, Rab15, Rab39a, Gdi1, Rab3gap1"
"BP"	"Unique in Amyg - Up"	"GO:0035891"	"exit from host cell"	9	"9/1638"	"25/18913"	4.1567032967033	0.000152158813925248	0.00446907691621682	"Arl8b, Vps37b, Chmp1a, Vapa, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Unique in Amyg - Up"	"GO:0033674"	"positive regulation of kinase activity"	48	"48/1638"	"323/18913"	1.71587339389197	0.000155963226783264	0.00455732546774892	"Snca, Stradb, Mt3, Il34, Rgcc, Mmd, Hsp90ab1, Lmo4, Ccny, Hras, Abi1, Rapgef2, Ppial4d, Jtb, Nbn, Pak1, Ptk2, Tigar, Bad, Cdk5, Mst1r, Adcyap1, Camkk1, Cops8, Prnp, Ranbp2, Mmd2, Higd1a, Htr2a, Ntf3, Mif, Fbxw7, Cdk5r1, Jak2, Phb2, Prkag2, Cab39, Map3k5, Cd24, Slc1a1, Erp29, Zfp622, Grem1, Psrc1, Ppp2ca, Cacul1, Ptk2b, Akt1"
"BP"	"Unique in Amyg - Up"	"GO:0050890"	"cognition"	57	"57/1638"	"405/18913"	1.6250486139375	0.000177739629321473	0.0051671449381314	"Cck, Nr4a2, Snap25, Pten, Thra, Amph, Adcy1, Bdnf, B4galt2, Ptgs2, Vip, Ndrg4, Taco1, Pja2, Pak1, Itga8, Nptn, Syt4, Nog, Gpr155, Nrxn1, Tusc3, Actr2, Rogdi, Cnr1, Cdk5, Scn2a, Slc17a7, Ric8a, Chrna4, Btg2, Ptn, Chst10, Prnp, Large1, Nptx2, Chl1, Washc4, Gpi, Htr2a, Atad1, Tbr1, Arl6ip5, Plk2, Vdac3, Drd5, Arc, Neurod2, Slc1a1, Brinp1, Ift20, Pafah1b1, Gmppa, Gmfb, Jun, Camk2n1, Ahr"
"BP"	"Unique in Amyg - Up"	"GO:0002181"	"cytoplasmic translation"	24	"24/1638"	"126/18913"	2.19931391359963	0.000185645009089071	0.00536956985679963	"Zc3h15, Fmr1, Mcts1, Slbp, Eif4a2, Rpl29, Sars1, Rpl38, Rpl39, Rps29, Rpl18, Eif3i, Rps21, Rpl30, Pkm, Rps14, Rpl22l1, Eif3f, Rpl24, Rpl11, Rpl26, Eif2s3y, Rplp1, Rpl9"
"BP"	"Unique in Amyg - Up"	"GO:0051961"	"negative regulation of nervous system development"	30	"30/1638"	"174/18913"	1.99075828386173	0.000205248447590757	0.00590659421400066	"Mt3, Pten, Dnajb11, Ywhah, Epha7, Bdnf, Thy1, Rapgef2, Actr3, Gorasp1, Ptk2, Syt4, Nog, Id2, Cdk5, Adcyap1, Lhx2, Kifap3, Ttc3, Btg2, Ptn, Rtn4r, Rnf6, Map2, Hes1, Cd24, Trpc5, Brinp1, Cysltr2, Gdi1"
"BP"	"Unique in Amyg - Up"	"GO:0030901"	"midbrain development"	20	"20/1638"	"97/18913"	2.38070062812331	0.00020756839353632	0.00594334023301482	"Basp1, Calm1, Syngr3, Dynll1, Calm2, Ywhah, Cox6b1, Uqcrq, Ldha, Zfp148, Uchl1, Suds3, Ndufs3, Aplp2, Atp5pb, Hes1, Cdc42, Atp5pf, Ndrg2, Mapkap1"
"BP"	"Unique in Amyg - Up"	"GO:0034643"	"establishment of mitochondrion localization, microtubule-mediated"	9	"9/1638"	"26/18913"	3.99683009298394	0.000214921613822947	0.00609265351026444	"Hsbp1, Agtpbp1, Sybu, Uchl1, Kifbp, Actr10, Rhot2, Ubb, Nefl"
"BP"	"Unique in Amyg - Up"	"GO:0047497"	"mitochondrion transport along microtubule"	9	"9/1638"	"26/18913"	3.99683009298394	0.000214921613822947	0.00609265351026444	"Hsbp1, Agtpbp1, Sybu, Uchl1, Kifbp, Actr10, Rhot2, Ubb, Nefl"
"BP"	"Unique in Amyg - Up"	"GO:0007030"	"Golgi organization"	25	"25/1638"	"135/18913"	2.13822186044408	0.000218295061192291	0.00612731654519052	"Rab29, Gorasp2, Rab6b, Tmed9, Rab2a, Gorasp1, Rab1a, Yipf5, Golph3, Hook1, Hikeshi, Vamp7, Sec22b, Cltc, Stk25, Cog4, Ehd3, Mapk1, Gcc2, Ywhaz, Cdc42, Tmed7, Golph3l, Yipf4, Hace1"
"BP"	"Unique in Amyg - Up"	"GO:0060996"	"dendritic spine development"	25	"25/1638"	"135/18913"	2.13822186044408	0.000218295061192291	0.00612731654519052	"Itpka, Cfl1, Zfp365, Pten, Spire1, Acsl4, Fmr1, Arf1, Actr3, Dnm1l, Pak1, Actr2, Nck2, Cdk5, Caprin1, Epha5, Cdk5r1, Arf6, Cdc42, Plk2, Arc, Hdac2, Pafah1b1, Dvl1, Prmt3"
"BP"	"Unique in Amyg - Up"	"GO:0061615"	"glycolytic process through fructose-6-phosphate"	8	"8/1638"	"21/18913"	4.39862782719926	0.000226428181307401	0.00630166362691288	"Pgam1, Tpi1, Eno1, Pfkp, Foxk2, Pkm, Gapdh, Ppp2ca"
"BP"	"Unique in Amyg - Up"	"GO:0051224"	"negative regulation of protein transport"	27	"27/1638"	"151/18913"	2.06458773015064	0.000227410700299858	0.00630166362691288	"Gnaz, Ccn3, Jagn1, Chp1, Txn1, Ndfip2, Derl2, Stxbp5l, Syt4, Ndfip1, Fkbp1b, Cdk5, Snx3, Rangap1, Vsnl1, Sumo1, Ube2g2, Cabp1, Ube2j1, Ubac2, Inhbb, Erp29, Ei24, Ppp2ca, Lyplal1, Ufm1, Lypla1"
"BP"	"Unique in Amyg - Up"	"GO:0140029"	"exocytic process"	21	"21/1638"	"105/18913"	2.30927960927961	0.000227824272928054	0.00630166362691288	"Snca, Syngr3, Stx1a, Ykt6, Snap25, Syp, Snap29, Snap47, Syt4, Napb, Nrxn1, Vamp7, Septin5, Rab3a, Syt1, Sptbn2, Ywhaz, Ppfia3, Efr3a, Cplx3, Cadps"
"BP"	"Unique in Amyg - Up"	"GO:0032271"	"regulation of protein polymerization"	34	"34/1638"	"208/18913"	1.88739198835353	0.000231755970682409	0.00637944696110322	"Snca, Tpm1, Nckap1, Mkks, Arpc3, Cfl1, Stmn2, Fkbp4, Mtpn, Rasa1, Pfn2, Capza2, Mapk8, Actr3, Pak1, Sptan1, Arpc2, Nck2, Coro1a, Tmsb10, Clip1, Map2, Sptbn2, Arpc5, Arf6, Vdac2, Togaram1, Bag4, Grb2, Capzb, Psrc1, Arpc5l, Ptk2b, Pfn1"
"BP"	"Unique in Amyg - Up"	"GO:0046761"	"viral budding from plasma membrane"	6	"6/1638"	"12/18913"	5.77319902319902	0.000244298143698634	0.00666033886504696	"Chmp1a, Chmp5, Chmp3, Vps4a, Chmp6, Chmp2a"
"BP"	"Unique in Amyg - Up"	"GO:1904872"	"regulation of telomerase RNA localization to Cajal body"	6	"6/1638"	"12/18913"	5.77319902319902	0.000244298143698634	0.00666033886504696	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8"
"BP"	"Unique in Amyg - Up"	"GO:0098927"	"vesicle-mediated transport between endosomal compartments"	13	"13/1638"	"50/18913"	3.00206349206349	0.000247580405037732	0.00671768165669047	"Snx16, Lmtk2, Hook1, Coro1a, Snx3, Rab11a, Chmp3, Rab5a, Mapk1, Becn1, Dync1li1, Pik3c3, Aktip"
"BP"	"Unique in Amyg - Up"	"GO:0000423"	"mitophagy"	19	"19/1638"	"91/18913"	2.4107864052919	0.000249777010146134	0.00674155126482093	"Map1lc3a, Ube2a, Dnm1l, Nipsnap3b, Tigar, Fkbp8, Atp5if1, Eif2s1, Bnip3l, Slc25a4, Bnip3, Fbxw7, Atg4b, Phb2, Tomm7, Becn1, Atg5, Slc25a5, Gabarapl1"
"BP"	"Unique in Amyg - Up"	"GO:0045454"	"cell redox homeostasis"	10	"10/1638"	"32/18913"	3.60824938949939	0.000252009550615454	0.00674155126482093	"Bola2, Ddit3, Txn1, Gsr, Glrx3, Prdx2, Egln2, Selenot, Selenos, Apex1"
"BP"	"Unique in Amyg - Up"	"GO:0090314"	"positive regulation of protein targeting to membrane"	10	"10/1638"	"32/18913"	3.60824938949939	0.000252009550615454	0.00674155126482093	"Chp1, Hras, Actr3, Pak1, Arpc2, Cdk5, Prnp, Mff, Cacnb3, Cdk5r1"
"BP"	"Unique in Amyg - Up"	"GO:1903050"	"regulation of proteolysis involved in protein catabolic process"	37	"37/1638"	"235/18913"	1.81794352219884	0.000272155248873557	0.00724645143963331	"Pten, Rad23b, Hsp90ab1, Agtpbp1, Ube2k, Mapk8, Fmr1, Ubqln1, Xpo1, Ube2v2, Ptk2, Cop1, Pithd1, Prickle1, Rnf139, Atp5if1, Bag2, Ubb, Fbxw7, Psmd14, Dda1, Sumo1, Usp14, Plk2, Taf9, Psmc6, Rpl23, Dvl1, Trib1, Ptk2b, Usp9x, Rpl11, Sco1, Rchy1, Akt1, Bcap31, Prmt6"
"BP"	"Unique in Amyg - Up"	"GO:0051646"	"mitochondrion localization"	14	"14/1638"	"57/18913"	2.83595741490478	0.000276850661036052	0.00733718635620198	"Dynll1, Hsbp1, Agtpbp1, Sybu, Armc1, Dnm1l, Uchl1, Kifbp, Actr10, Rhot2, Mef2a, Ubb, Synj2bp, Nefl"
"BP"	"Unique in Amyg - Up"	"GO:0051052"	"regulation of DNA metabolic process"	62	"62/1638"	"458/18913"	1.56304951719799	0.000280972181501459	0.00740872261466905	"Dynll1, Zfp365, Rgcc, Tnks2, Spire1, Hnrnpc, Pkib, Hras, Mapk8, Morf4l2, Cct6a, Cyren, Cacybp, Tnfaip1, Nbn, Kctd13, Ube2v2, Cct4, Ndfip1, Ptges3, Tigar, Ppp4r2, Actr2, Map2k4, Tcp1, Rfc2, Cct3, Cct7, Cct8, Sub1, Obi1, Apaf1, Htr2a, Mapk1, Nabp2, Pam16, Ino80e, Hmgb1, Cdc42, Top2b, H4f3, Atrx, Ercc1, Zranb3, Chtf8, Senp2, Fh, Nppc, Ube2n, Brcc3, Usp37, Jun, Smg5, Otub1, Ptk2b, Yeats4, Xrcc4, Pfn1, Zbtb38, Akt1, Tent4b, Ahr"
"BP"	"Unique in Amyg - Up"	"GO:1904950"	"negative regulation of establishment of protein localization"	29	"29/1638"	"169/18913"	1.98133457600913	0.000282150369846119	0.00740872261466905	"Gnaz, Ccn3, Jagn1, Chp1, Txn1, Ndfip2, Derl2, Stxbp5l, Syt4, Ndfip1, Fkbp1b, Cdk5, Snx3, Rangap1, Vsnl1, Sumo1, Ube2g2, Cabp1, Ube2j1, Ubac2, Bag4, Inhbb, Erp29, Ei24, Ppp2ca, Lyplal1, Gdi1, Ufm1, Lypla1"
"BP"	"Unique in Amyg - Up"	"GO:0030970"	"retrograde protein transport, ER to cytosol"	9	"9/1638"	"27/18913"	3.84879934879935	0.000297759810632326	0.00774719361179449	"Hsp90b1, Sel1l, Derl2, Derl1, Ube2g2, Ube2j1, Ubac2, Selenos, Bcap31"
"BP"	"Unique in Amyg - Up"	"GO:1903513"	"endoplasmic reticulum to cytosol transport"	9	"9/1638"	"27/18913"	3.84879934879935	0.000297759810632326	0.00774719361179449	"Hsp90b1, Sel1l, Derl2, Derl1, Ube2g2, Ube2j1, Ubac2, Selenos, Bcap31"
