"Ontology"	"DEGs_set"	"ID"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"FoldEnrichment"	"pvalue"	"p.adjust"	"geneID"
"BP"	"Up"	"GO:0051084"	"'de novo' post-translational protein folding"	18	"18/1690"	"41/12591"	3.27086159618993	1.71015637497929e-06	0.000240569022211773	"Hspa5, Hspa8, Dnajb1, Cct6a, Sdf2l1, Sdf2, Hspe1, Cct4, Selenof, Ptges3, Tcp1, Cct3, Hsph1, Cct7, Cct8, Chchd4, Dnajb5, RT1-DMa"
"BP"	"Up"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	49	"49/1690"	"186/12591"	1.96271234968505	1.72340041628566e-06	0.000240569022211773	"Atp5mc2, Aldoc, Hspa8, Pgam1, Atp5mg, Tpi1, Nme2, Atp6v1b2, Atp5me, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Atp5po, Foxk2, Atp5pb, Atp5if1, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Lipa, Pkm, Cox11, Sdhd, Gapdh, Ak4, Atp5f1b, Tpi1l2, Ppp2ca, Myh3, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0051604"	"protein maturation"	98	"98/1690"	"464/12591"	1.57355386655785	2.11491519872348e-06	0.000287839958546266	"Hspa5, Chordc1, Mkks, Ahsa1, Atp6ap2, Pdia6, Dnaja1, Hsp90b1, Fkbp4, Calr, Mmp16, Dnajb11, Hspa8, Rap1gds1, Pdia4, Tspan17, Hsp90ab1, Bola2, Hsp90aa1, Dnajb1, Fmr1, Hyou1, Ppib, Cct6a, Dnajc10, Sdf2l1, Isca1, Sdf2, Dohh, Hspe1, Ppid, Yipf5, Cct4, Pfdn5, Selenof, Hspd1, Eno1, Ptges3, Stoml2, Bad, Dnaja2, Dnajc3, Pcsk1, Scg5, Tcp1, Cdc123, Dnaja4, Naa20, Fkbp8, Rnf139, Cct3, Ric8a, Hspa4, Hsph1, Cct7, Fkbp11, Cct8, Bag2, Ranbp2, Glrx3, Tesc, Ppp2r5c, Chchd4, Ttc4, Nudc, Spcs3, Atg4b, Cpe, Cryab, S100a10, Grpel1, Ttc9, Dnajb5, Dnajc5, Cisd1, Pdcl, Glrx5, Ciao2a, Psenen, Erp29, Prss12, Nppc, Rnpep, Dnajb6, Naa50, Capn2, Pigm, Timm17a, Aasdhppt, Erp44, Tspan33, Sec11a, RT1-DMa, Xpnpep3, Spcs2, Pfdn1, Pik3c3, Naa12"
"BP"	"Up"	"GO:0072655"	"establishment of protein localization to mitochondrion"	35	"35/1690"	"117/12591"	2.22872098315885	2.39040379422025e-06	0.00031521551244495	"Calm1, Dnaja1, Calm2, Tomm34, Hsp90aa1, Ddit3, Bap1, Ubl5, Hspd1, Ube2d3, Ppp2r2b, Hspa4, Atp5if1, Tomm40, Npepps, Bnip3l, Mff, Chchd4, Tomm5, Fbxw7, Grpel1, Ywhaz, Pam16, Tomm22, Tomm7, Bag4, Timm21, Moap1, Gdap1, Tmem126a, Timm17a, Akt1, Bcap31, Timm8a1, Sae1"
"BP"	"Up"	"GO:0008637"	"apoptotic mitochondrial changes"	31	"31/1690"	"98/12591"	2.35672624079218	2.43186104384421e-06	0.00031521551244495	"Cck, Mmp9, Ppp2cb, Tmem14a, Bcl2l2, Jtb, Dnm1l, Hspd1, Bad, Vps35, Bloc1s2, Ppp2r2b, Atp5if1, Ghitm, Them4, Bnip3l, Fam162a, Rhot2, Higd1a, Slc25a4, Bnip3, Atf2, Mpv17l, Pam16, Vdac2, Cd24, Gclm, Moap1, Jun, Slc25a5, Akt1"
"BP"	"Up"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	31	"31/1690"	"99/12591"	2.33292092522862	3.09116305629368e-06	0.000391355620429367	"Atp5mc2, Adcy1, Hprt1, Atp5mg, Nme2, Guk1, Atp5me, Atp5mf, Atp5f1d, Atp5pd, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Atp5pf, Atp6v1a, Ndufc2, Lipa, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0021762"	"substantia nigra development"	18	"18/1690"	"43/12591"	3.11872849869272	3.94273984054608e-06	0.000487824447543928	"Hspa5, Basp1, Calm1, Syngr3, Dynll1, Calm2, Ywhah, Cox6b1, Ldha, Zfp148, Uchl1, Suds3, Ndufs3, Atp5pb, Cdc42, Atp5pf, Ndrg2, Mapkap1"
"BP"	"Up"	"GO:0016188"	"synaptic vesicle maturation"	13	"13/1690"	"25/12591"	3.87415384615385	4.72484336202833e-06	0.000566184703209727	"Atp6ap2, Atp6v1e1, Atp6v0e2, Atp6v1g2, Atp6v1b2, Atp6v0d1, Atp6v1d, Atp6v1c1, Slc17a7, Atp6ap1, Rab3a, Atp6v1h, Atp6v1a"
"BP"	"Up"	"GO:0009141"	"nucleoside triphosphate metabolic process"	51	"51/1690"	"203/12591"	1.87174920570146	4.78407353924457e-06	0.000566184703209727	"Atp5mc2, Aldoc, Hspa8, Pgam1, Atp5mg, Tpi1, Nme2, Guk1, Atp6v1b2, Rrm2b, Atp5me, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Atp5po, Foxk2, Atp5pb, Atp5if1, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Lipa, Pkm, Cox11, Sdhd, Gapdh, Ak4, Atp5f1b, Tpi1l2, Ppp2ca, Myh3, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0140238"	"presynaptic endocytosis"	29	"29/1690"	"92/12591"	2.34846282480062	5.5046950974103e-06	0.000637607661921313	"Snca, Calm1, Arpc3, Ppp3cb, Stx1a, Calm2, Syp, Amph, Ap2s1, Sncb, Dnm1l, Ap2m1, Cdk5, Slc17a7, Cltc, Clta, Pip5k1c, Mff, Rab5a, Necap1, Arf6, Dnajc6, Ap2b1, Cd24, Actg1, Ap3m2, Capn2, Ap3b2, Pik3c3"
"BP"	"Up"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	9	"9/1690"	"13/12591"	5.15789713245335	5.95172756270412e-06	0.000675025101070026	"Cox7b, Cox6a1, Cox7c, Cycs, Cox5a, Cox4i1, Cox7a2l2, Cox5b, Cox7a2l"
"BP"	"Up"	"GO:1901293"	"nucleoside phosphate biosynthetic process"	55	"55/1690"	"228/12591"	1.79722049205855	7.65970830652416e-06	0.000851009224912603	"Snca, Atp5mc2, Adcy1, Hprt1, Atp5mg, Nmrk1, Acsl4, Nme2, Guk1, Dck, Rrm2b, Atp5me, Nans, Atp5mf, Atp5f1d, Dlat, Atp5pd, Mpc2, Dld, Eno1, Stoml2, Ugp2, Nme1, Atp5po, Atp5pb, Pmm1, Atp5if1, Adcy2, Ak6, Atp5mc3, Pdha1, Ak5, Gpi, Mapk1, Mpc1, Atp5pf, Atp6v1a, Ndufc2, Mmut, Lipa, Taf9, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Gmppa, Cmas, Mpi, Nadk2, Adsl, Taf3, Dmac2l, Nudt2, Nanp"
"BP"	"Up"	"GO:0048488"	"synaptic vesicle endocytosis"	28	"28/1690"	"89/12591"	2.34391330363673	8.2841472496576e-06	0.000901977952542719	"Snca, Calm1, Arpc3, Ppp3cb, Stx1a, Calm2, Syp, Amph, Ap2s1, Sncb, Dnm1l, Ap2m1, Cdk5, Slc17a7, Cltc, Clta, Pip5k1c, Mff, Rab5a, Arf6, Dnajc6, Ap2b1, Cd24, Actg1, Ap3m2, Capn2, Ap3b2, Pik3c3"
"BP"	"Up"	"GO:0048857"	"neural nucleus development"	22	"22/1690"	"62/12591"	2.64365336896354	8.91146799100448e-06	0.000951255524373106	"Hspa5, Basp1, Calm1, Syngr3, Dynll1, Calm2, Ywhah, Cox6b1, Ldha, Zfp148, Uchl1, Suds3, Ndufs3, Kcnc2, Atp5pb, Large1, Atf2, Cdk5r1, Cdc42, Atp5pf, Ndrg2, Mapkap1"
"BP"	"Up"	"GO:0072522"	"purine-containing compound biosynthetic process"	44	"44/1690"	"173/12591"	1.89487293497965	1.51016334747552e-05	0.00158102485839552	"Snca, Atp5mc2, Adcy1, Hprt1, Atp5mg, Nmrk1, Acsl4, Nme2, Guk1, Dck, Atp5me, Atp5mf, Atp5f1d, Dlat, Atp5pd, Mpc2, Dld, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Ak6, Atp5mc3, Pdha1, Mpc1, Atp5pf, Atp6v1a, Ndufc2, Mmut, Lipa, Taf9, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Nadk2, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0032387"	"negative regulation of intracellular transport"	19	"19/1690"	"51/12591"	2.77560041768187	1.62381802173641e-05	0.00166793685100623	"Cnih2, Chp1, Txn1, Derl2, Mtmr4, Cdk5, Vps35, Snx3, Rangap1, Cryab, Sumo1, Ube2g2, Cabp1, Derl3, Ube2j1, Ubac2, Ei24, Ppp2ca, Ufm1"
"BP"	"Up"	"GO:0009150"	"purine ribonucleotide metabolic process"	58	"58/1690"	"251/12591"	1.721582309814	1.75385397884029e-05	0.00175871106498367	"Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Atp5mg, Pde1a, Tpi1, Nme2, Guk1, Atp6v1b2, Atp5me, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Lipa, Pkm, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0007006"	"mitochondrial membrane organization"	30	"30/1690"	"102/12591"	2.19126348764358	1.77680214133178e-05	0.00175871106498367	"Snca, Calm1, Calm2, Hsp90aa1, Tmem14a, Micu1, Bcl2l2, Cibar1, Slc25a46, Bad, Bloc1s2, Hspa4, Atp5if1, Tomm40, Ghitm, Them4, Bnip3l, Micos13, Rhot2, Slc25a4, Bnip3, Atf2, Mpv17l, Tomm22, Pex5, Vdac2, Moap1, Immt, Tmem126a, Slc25a5"
"BP"	"Up"	"GO:0009260"	"ribonucleotide biosynthetic process"	32	"32/1690"	"112/12591"	2.12865595942519	1.81945622915869e-05	0.0017687713770607	"Atp5mc2, Adcy1, Hprt1, Atp5mg, Nme2, Guk1, Dck, Atp5me, Atp5mf, Atp5f1d, Atp5pd, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Atp5pf, Atp6v1a, Ndufc2, Lipa, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0006164"	"purine nucleotide biosynthetic process"	34	"34/1690"	"124/12591"	2.04282305783546	2.61918877931891e-05	0.00248188316718221	"Atp5mc2, Adcy1, Hprt1, Atp5mg, Nmrk1, Nme2, Guk1, Dck, Atp5me, Atp5mf, Atp5f1d, Atp5pd, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Atp5pf, Atp6v1a, Ndufc2, Lipa, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Nadk2, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0007034"	"vacuolar transport"	39	"39/1690"	"150/12591"	1.93707692307692	2.64418118472756e-05	0.00248188316718221	"Ap3s1, Vps13a, Tmem50a, Slc30a4, Arl8b, Hspa8, Snx16, Rab12, Vps37b, Leprotl1, Arf1, Atp6v0d1, Scyl2, Ndfip2, Chmp1a, Tmem50b, Chmp5, Stx7, Ndfip1, Hook1, Mon1a, Vps35, Vamp7, Chmp3, Vps4a, Tmem106b, Ehd3, Ap3s2, Slc30a3, Gcc2, Chmp6, Sort1, Vps41, Lipa, Hgsnat, Becn1, Chmp2a, Gnptab, Aktip"
"BP"	"Up"	"GO:1903533"	"regulation of protein targeting"	25	"25/1690"	"80/12591"	2.3282174556213	2.82752112831433e-05	0.00260898729195647	"Chp1, Hras, Actr3, Pak1, Bap1, Ubl5, Arpc2, Cdk5, Vamp7, Ube2d3, Atp5if1, Npepps, Prnp, Bnip3l, Nucb1, Mff, Cacnb3, Fbxw7, Cdk5r1, Inpp5k, Tomm7, Bag4, Slc1a1, Gdi1, Sae1"
"BP"	"Up"	"GO:0034504"	"protein localization to nucleus"	69	"69/1690"	"319/12591"	1.61150600063067	3.0413472645112e-05	0.00275951575133316	"Kpna4, Ppp3cb, Cfl1, Sprn, Kpna1, Calr, Ormdl3, Hspa8, Rap1gds1, Pin1, Xbp1, Hsp90ab1, Hsp90aa1, Akirin2, Chp1, Ptgs2, Cct6a, Ipo7, Txn1, Arl2bp, Xpo1, Ran, Cct4, Skp1, Hikeshi, Prickle1, Bmal1, Cdk5, Tcp1, Rangap1, Cct3, Grk2, Cct7, Cct8, Rock2, Ranbp2, Mfhas1, Ing1, Atf2, Mapk1, Sumo1, Ywhaz, Jak2, Phb2, Kpna3, Cabp1, Tnpo3, Nutf2, Larp7, Ipo5, Rassf5, Nup58, Hdgf, Rrp7a, Ei24, Dvl1, Dnajb6, Lamtor5, Ppp2ca, Jak1, Ilrun, Taf3, Rpl11, Akt1, Tesk1, Ufm1, Nup50, Tnpo2, Ahr"
"BP"	"Up"	"GO:0046390"	"ribose phosphate biosynthetic process"	32	"32/1690"	"115/12591"	2.07312580396192	3.25595955493728e-05	0.00290581046181616	"Atp5mc2, Adcy1, Hprt1, Atp5mg, Nme2, Guk1, Dck, Atp5me, Atp5mf, Atp5f1d, Atp5pd, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Atp5pf, Atp6v1a, Ndufc2, Lipa, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0006839"	"mitochondrial transport"	40	"40/1690"	"157/12591"	1.8981645498059	3.47367434970394e-05	0.00305011018706262	"Hsp90aa1, Tmem14a, Micu1, Bcl2l2, Sfxn1, Mpc2, Slc25a46, Hspd1, Bad, Slc1a3, Vps35, Slc25a38, Mrpl18, Bloc1s2, Hspa4, Atp5if1, Crym, Tomm40, Ghitm, Them4, Bnip3l, Rhot2, Slc25a4, Chchd4, Bnip3, Atf2, Mpv17l, Grpel1, Pam16, Mpc1, Tomm22, Micu2, Tomm7, Smdt1, Vdac2, Timm21, Tmem14c, Timm17a, Slc25a5, Akt1"
"BP"	"Up"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	11	"11/1690"	"22/12591"	3.72514792899408	4.18831277995832e-05	0.00361923409112589	"Bdnf, Ndufb6, Coq9, Dld, Ndufs3, Rnf139, Ndufv2, Ndufc2, Ndufa8, Ndufa10l1, Ndufv1"
"BP"	"Up"	"GO:0009259"	"ribonucleotide metabolic process"	60	"60/1690"	"270/12591"	1.65562130177515	4.34739978446746e-05	0.00369800694166264	"Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Atp5mg, Pde1a, Tpi1, Nme2, Guk1, Atp6v1b2, Dck, Atp5me, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Nt5c3a, Lipa, Pkm, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0016079"	"synaptic vesicle exocytosis"	34	"34/1690"	"127/12591"	1.99456739505195	4.47905267499251e-05	0.00375137888656296	"Snca, Calm1, Syngr3, Stx1a, Calm2, Snap25, Syp, Atp2a2, Pfn2, Sv2b, Fmr1, Snap29, Npy1r, Snap47, Dnm1l, Stxbp5l, Stx7, Syt4, Napb, Rap1b, Vamp7, Septin5, Rab3a, Fbxo45, Rab5a, Syt1, Sptbn2, Ncs1, Ppfia3, Efr3a, Dvl1, Cplx3, Cadps, Rab3gap1"
"BP"	"Up"	"GO:0006626"	"protein targeting to mitochondrion"	28	"28/1690"	"97/12591"	2.15060086622339	4.8599590165397e-05	0.0040087298312185	"Tomm34, Hsp90aa1, Bap1, Ubl5, Hspd1, Ube2d3, Ppp2r2b, Hspa4, Atp5if1, Tomm40, Npepps, Bnip3l, Mff, Chchd4, Tomm5, Fbxw7, Grpel1, Ywhaz, Pam16, Tomm22, Tomm7, Bag4, Timm21, Gdap1, Timm17a, Bcap31, Timm8a1, Sae1"
"BP"	"Up"	"GO:0090317"	"negative regulation of intracellular protein transport"	14	"14/1690"	"34/12591"	3.06776888270101	5.8423262315012e-05	0.00474710806034217	"Chp1, Txn1, Derl2, Cdk5, Rangap1, Sumo1, Ube2g2, Cabp1, Derl3, Ube2j1, Ubac2, Ei24, Ppp2ca, Ufm1"
"BP"	"Up"	"GO:0036465"	"synaptic vesicle recycling"	29	"29/1690"	"103/12591"	2.09765611535589	5.93596274710408e-05	0.00475226194047568	"Snca, Calm1, Arpc3, Ppp3cb, Stx1a, Calm2, Syp, Amph, Ap2s1, Sncb, Dnm1l, Ap2m1, Cdk5, Slc17a7, Cltc, Rab3a, Clta, Pip5k1c, Mff, Rab5a, Arf6, Dnajc6, Ap2b1, Cd24, Actg1, Ap3m2, Capn2, Ap3b2, Pik3c3"
"BP"	"Up"	"GO:1904869"	"regulation of protein localization to Cajal body"	7	"7/1690"	"10/12591"	5.21520710059172	6.41931686731978e-05	0.00499239443224127	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Up"	"GO:1904871"	"positive regulation of protein localization to Cajal body"	7	"7/1690"	"10/12591"	5.21520710059172	6.41931686731978e-05	0.00499239443224127	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Up"	"GO:0019693"	"ribose phosphate metabolic process"	60	"60/1690"	"274/12591"	1.63145164773464	6.79833145395382e-05	0.00521269245567952	"Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Atp5mg, Pde1a, Tpi1, Nme2, Guk1, Atp6v1b2, Dck, Atp5me, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Nt5c3a, Lipa, Pkm, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0006163"	"purine nucleotide metabolic process"	69	"69/1690"	"327/12591"	1.57208077737365	6.92107049465144e-05	0.00523309830178923	"Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Rpe, Atp5mg, Nmrk1, Pde1a, Tpi1, Hsd11b1, Nme2, Ldha, Guk1, Atp6v1b2, Dck, Atp5me, Mdh1, Atp5mf, Ola1, Atp5f1d, Dnm1l, Atp5pd, Uchl1, Ran, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Fdxr, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Atp5mc3, Ak5, Eif6, Gpi, Htr2a, Mif, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Lipa, Noct, Pkm, Taldo1, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nadk2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Cyb5r4, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0090313"	"regulation of protein targeting to membrane"	14	"14/1690"	"35/12591"	2.98011834319527	8.54231580759809e-05	0.00637046126802247	"Chp1, Hras, Actr3, Pak1, Arpc2, Cdk5, Vamp7, Prnp, Mff, Cacnb3, Cdk5r1, Inpp5k, Slc1a1, Gdi1"
"BP"	"Up"	"GO:0072521"	"purine-containing compound metabolic process"	87	"87/1690"	"439/12591"	1.47648232265369	9.32075826681542e-05	0.00685705513574907	"Snca, Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Rpe, Atp5mg, Nmrk1, Pde1a, Pcmt1, Acsl4, Acot8, Tpi1, Hsd11b1, Nme2, Ldha, Guk1, Atp6v1b2, Dck, Atp5me, Mdh1, Atp5mf, Ola1, Atp5f1d, Dnm1l, Dlat, Atp5pd, Uchl1, Ran, Mpc2, Dld, Eno1, Tigar, Stoml2, Bad, Nme1, Pfkp, Nudt4, Sucla2, Fdxr, Atp5po, Foxk2, Atp5pb, Atp5if1, Adcy2, Ak6, Atp5mc3, Pdha1, Ak5, Eif6, Gpi, Htr2a, Mif, Mpc1, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Nt5c3a, Mmut, Acot9, Lipa, Noct, Taf9, Pkm, Pmvk, Taldo1, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Tpi1l2, Nadk2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Cyb5r4, Dmac2l, Suclg1, Nudt2, Far1"
"BP"	"Up"	"GO:0098930"	"axonal transport"	22	"22/1690"	"71/12591"	2.30854237853154	9.67829453311558e-05	0.00702515139177083	"Ap3s1, Arl8b, Hsbp1, Agtpbp1, Cnih2, Sybu, Fmr1, Uchl1, Fbxw11, Bloc1s4, Actr10, Bloc1s2, Ap3s2, Map2, Nefl, Sod1, Ap3m2, Atg5, Pafah1b1, Bloc1s1, Kif5c, Ap3b2"
"BP"	"Up"	"GO:0051402"	"neuron apoptotic process"	73	"73/1690"	"355/12591"	1.53203266938912	0.00010272280801478	0.00735819693200611	"Snca, Hspa5, Mt3, Nr4a2, Pin1, Rasa1, Epha7, Hsp90ab1, Ddit3, Bdnf, Hras, Mapk8, Fmr1, Hyou1, Lig4, Sncb, Kcnip3, Thap11, Ube2v2, Prkci, Atf4, Hspd1, Ptges3, Ube2m, Cdk5, Map2k4, Cdc34, Coro1a, Scn2a, Ppp2r2b, Hspa4, Thrb, Btg2, Prnp, Apaf1, Sigmar1, Fam162a, Chl1, Gpi, Bnip3, Htr2a, Ntf3, Prdx2, Atf2, Ubb, Fbxw7, Cdk5r1, Cpe, Hmgb1, Cdc42, Jak2, Oxr1, Nefl, Dnajc5, Egln2, Sod1, Map3k5, Trim2, Epha4, Gclm, Pik3ca, Hdgf, Grina, Gapdh, Slc1a1, Trpc5, Nppc, Gmppa, Tgfb3, Jun, Ptk2b, Xrcc4, Siah1"
"BP"	"Up"	"GO:0072384"	"organelle transport along microtubule"	24	"24/1690"	"81/12591"	2.20749506903353	0.000104900151244141	0.00741657692692344	"Ap3s1, Hsbp1, Agtpbp1, Cnih2, Sybu, Rab1a, Uchl1, Fbxw11, Kifbp, Vamp7, Bloc1s4, Actr10, Bloc1s2, Rhot2, Ap3s2, Map2, Ubb, Dync1i1, Cdc42, Nefl, Ap3m2, Pafah1b1, Bloc1s1, Ap3b2"
"BP"	"Up"	"GO:1902774"	"late endosome to lysosome transport"	9	"9/1690"	"17/12591"	3.94427427775844	0.000121722419458615	0.00849560066067565	"Arl8b, Arf1, Chmp1a, Chmp5, Vps35, Chmp3, Chmp6, Vps41, Chmp2a"
"BP"	"Up"	"GO:0009165"	"nucleotide biosynthetic process"	39	"39/1690"	"161/12591"	1.80473005255614	0.000140540692774302	0.00968485482864934	"Atp5mc2, Adcy1, Hprt1, Atp5mg, Nmrk1, Nme2, Guk1, Dck, Rrm2b, Atp5me, Atp5mf, Atp5f1d, Atp5pd, Eno1, Stoml2, Nme1, Atp5po, Atp5pb, Atp5if1, Adcy2, Ak6, Atp5mc3, Ak5, Mapk1, Atp5pf, Atp6v1a, Ndufc2, Lipa, Taf9, Cox11, Sdhd, Ak4, Nppc, Atp5f1b, Nadk2, Adsl, Taf3, Dmac2l, Nudt2"
"BP"	"Up"	"GO:0097352"	"autophagosome maturation"	18	"18/1690"	"54/12591"	2.48343195266272	0.000145689173471009	0.00991414825470218	"Calm1, Calm2, Atp2a2, Map1lc3a, Snap29, Atg12, Chmp1a, Lix1, Ubqln1, Chmp5, Chmp3, Chmp6, Smcr8, Becn1, Atg5, Chmp2a, Gabarapl1, Pik3c3"
"BP"	"Up"	"GO:1903405"	"protein localization to nuclear body"	7	"7/1690"	"11/12591"	4.74109736417429	0.000156001940881651	0.0103570069043867	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Up"	"GO:1904867"	"protein localization to Cajal body"	7	"7/1690"	"11/12591"	4.74109736417429	0.000156001940881651	0.0103570069043867	"Cct6a, Cct4, Tcp1, Cct3, Cct7, Cct8, Larp7"
"BP"	"Up"	"GO:0006753"	"nucleoside phosphate metabolic process"	95	"95/1690"	"498/12591"	1.42124117772867	0.000194370579190388	0.0127488365435238	"Snca, Atp5mc2, Aldoc, Hspa8, Pgam1, Adcy1, Hprt1, Rpe, Atp5mg, Nmrk1, Pde1a, Acsl4, Acot8, Tpi1, Hsd11b1, Nme2, Ldha, Guk1, Atp6v1b2, Dck, Rrm2b, Atp5me, Nans, Mdh1, Atp5mf, Ola1, Atp5f1d, Dnm1l, Dlat, Atp5pd, Uchl1, Ran, Mpc2, Dld, Eno1, Tigar, Stoml2, Bad, Ugp2, Nme1, Pfkp, Nudt4, Sucla2, Fdxr, Atp5po, Foxk2, Atp5pb, Pmm1, Atp5if1, Adcy2, Ak6, Atp5mc3, Pdha1, Ak5, Eif6, Gpi, Htr2a, Mif, Mapk1, Mpc1, Prkag2, Atp5pf, Atp6v1a, Ndufc2, Nt5c3a, Mmut, Acot9, Lipa, Noct, Taf9, Pkm, Pmvk, Taldo1, Cox11, Sdhd, Gapdh, Ak4, Nppc, Atp5f1b, Gmppa, Cmas, Mpi, Tpi1l2, Nadk2, Nudt3, Ppp2ca, Myh3, Adsl, Taf3, Cyb5r4, Dmac2l, Suclg1, Nudt2, Nanp, Far1"
